tau(s);Signal(a.u.)
2e-05;-1180.82040652661
2.74764759176652e-05;-1151.876688278087
3.77478364427018e-05;-1152.4262163265241
5.1858875948093e-05;-1062.3369253721135
7.12449578052482e-05;-1001.3544069109773
9.78780183695488e-05;-901.3622931701341
0.000134467150729985;-784.1097491370592
0.000184734171437475;-639.5110232438182
0.00025379220063358;-459.765266513769
0.000348665764439991;-239.5092112196803
0.000479005323997487;52.95462654684753
0.000658068912462518;380.80016175791303
0.000904070731272026;734.959921435109
0.00124203388378309;1055.3982520133968
0.00170633570483451;1343.5281870247904
0.00234420459506689;1635.5301435808415
0.00322052405512177;1863.7720154705441
0.00442443258214074;2079.6834929783467
0.00607839076462616;2231.0819333337618
0.00835063787312047;2347.556104034405
0.0114723050208969;2456.9047201168664
0.0157609256313391;2525.765856985604
0.0216527346774801;2556.996260257057
0.0297470421458688;2574.750716298781
0.0408671943571368;2591.553782127089
0.0561443240788206;2612.859302472688
0.0771324084232652;2594.98219590292
0.105966338125668;2594.7038165172094
0.145579076879654;2606.4747873730225
0.199999999999988;2615.5050837795407
