tau(s);Signal(a.u.)
2e-05;-572.6401689317117
2.81411197873058e-05;-579.3546761296875
3.95961311441747e-05;-563.463365505516
5.57139734821045e-05;-555.75731727478
7.83926800793341e-05;-542.4976316666015
0.000110302890028024;-524.0581693422163
0.000155202342058232;-501.33262760240456
0.000218378384956556;-488.38963788047914
0.000307270614501041;-433.8446699482381
0.000432346958489643;-372.0021059544767
0.000608336377426719;-287.16236259292754
0.000855963343407048;-178.8818905014435
0.00120438834901803;-48.5117928098849
0.00169464184000759;124.47030260996235
0.00238445595081169;343.17927573330223
0.0033550630269673;580.5290783113755
0.00472076152679237;846.4662004513234
0.00664237578063844;1103.0041562721053
0.00934619462576226;1369.3832104274952
0.0131506191259525;1641.7925240345667
0.0185036574050332;1851.502556733705
0.0260356819769153;2064.869746858365
0.0366336622628286;2196.4136858963175
0.0515456138992982;2289.4202149438006
0.0725275647625183;2347.83311835236
0.10205034439318;2356.6180909682344
0.143590548295215;2362.086498151268
0.202039940995028;2345.041417767683
0.284281509068064;2346.244493029522
0.400000000000023;2349.911032481684
