tau(s);Signal(a.u.)
2e-05;-638.0241323039024
2.74764759176652e-05;-600.7468322759935
3.77478364427018e-05;-591.0053300050406
5.1858875948093e-05;-562.6081864570889
7.12449578052482e-05;-521.0700274497369
9.78780183695488e-05;-471.5929035717368
0.000134467150729985;-402.71163706345
0.000184734171437475;-306.5682393977131
0.00025379220063358;-192.87383949998747
0.000348665764439991;-58.297362275541985
0.000479005323997487;104.95893848798532
0.000658068912462518;295.9595266688717
0.000904070731272026;476.1359140073368
0.00124203388378309;668.5448711063555
0.00170633570483451;835.1725570645298
0.00234420459506689;989.394726160145
0.00322052405512177;1118.4775973829665
0.00442443258214074;1218.0843415566103
0.00607839076462616;1301.3447051376506
0.00835063787312047;1368.120867840456
0.0114723050208969;1421.5915201761204
0.0157609256313391;1454.9814501574897
0.0216527346774801;1476.7923484532514
0.0297470421458688;1493.8690268746404
0.0408671943571368;1488.7692510435409
0.0561443240788206;1493.3133507559235
0.0771324084232652;1489.0352824672964
0.105966338125668;1495.6111551070169
0.145579076879654;1495.3941830627375
0.199999999999988;1496.1554323895048
