tau(s);Signal(a.u.)
2e-05;-428.5991019364909
2.74764759176652e-05;-412.86319970139203
3.77478364427018e-05;-385.1885933569928
5.1858875948093e-05;-365.19161916053383
7.12449578052482e-05;-320.8013634886574
9.78780183695488e-05;-276.515209289832
0.000134467150729985;-205.20378911736498
0.000184734171437475;-138.39263386329742
0.00025379220063358;-28.23539792700916
0.000348665764439991;79.34859751326368
0.000479005323997487;274.60040915123983
0.000658068912462518;484.5067672176753
0.000904070731272026;633.873049636493
0.00124203388378309;846.0341390299552
0.00170633570483451;1142.7685421869487
0.00234420459506689;1349.8797913983344
0.00322052405512177;1501.1388683886003
0.00442443258214074;1640.9426087286902
0.00607839076462616;1805.7538313608372
0.00835063787312047;1924.0622901311922
0.0114723050208969;2025.5027412477343
0.0157609256313391;2074.87287201488
0.0216527346774801;2089.9131052131424
0.0297470421458688;2084.9288741643627
0.0408671943571368;2108.1799527141693
0.0561443240788206;2100.4290432808925
0.0771324084232652;2119.580521217304
0.105966338125668;2110.173431951804
0.145579076879654;2110.184469590817
0.199999999999988;2113.1934617623256
