tau(s);Signal(a.u.)
2e-05;-717.5399048084361
2.8821841099875e-05;-742.3616818931595
4.15349262193222e-05;-714.8042851486124
5.98556521794168e-05;-664.7585849378878
8.62575048022269e-05;-683.7025400680159
0.000124305004854074;-669.8878067186263
0.000179134954891166;-650.4405436196447
0.000258149960265323;-600.6216466211574
0.00037201785673531;-555.5996520604218
0.000536111977657058;-463.0578441546037
0.000772586711588573;-374.21381598738816
0.00111336857186404;-227.71836424157905
0.00160446660319301;-42.93265237718522
0.00231218407436425;196.77609827981314
0.0033320700992494;427.23720121233043
0.00480181974671055;766.4081356827351
0.00691986428649667;1051.8192228184191
0.00997216144490535;1343.5727376021787
0.0143708026293681;1548.4163171597274
0.0207096494930656;1716.5369324240207
0.0298445113461622;1845.3295403686498
0.0430086881861252;1969.9609020299454
0.0619794788407286;2071.56238677276
0.0893181345300273;2070.6040754507585
0.128715654038085;2123.9902417301155
0.185491106387609;2144.158254034862
0.267309759687184;2090.795742598454
0.385217970907489;2133.904015088594
0.555134557315596;2103.1972901635536
0.799999999999977;2075.6949343100146
