tau(s);Signal(a.u.)
2e-05;-1145.1868991840352
2.81411197873058e-05;-1113.4571047773231
3.95961311441747e-05;-1139.673526641377
5.57139734821045e-05;-1112.3120361535691
7.83926800793341e-05;-1091.3012861287973
0.000110302890028024;-1036.249946338486
0.000155202342058232;-1005.8051771331368
0.000218378384956556;-976.109675396074
0.000307270614501041;-872.0998611425673
0.000432346958489643;-760.434149960805
0.000608336377426719;-611.0732835620001
0.000855963343407048;-457.93813443437085
0.00120438834901803;-193.32786614735596
0.00169464184000759;97.59767458603149
0.00238445595081169;411.700182257479
0.0033550630269673;814.9590768076247
0.00472076152679237;1184.948285016345
0.00664237578063844;1556.9321958783535
0.00934619462576226;1869.1894012436644
0.0131506191259525;2110.085739175575
0.0185036574050332;2328.9416256684526
0.0260356819769153;2510.5487339514257
0.0366336622628286;2650.4617201305155
0.0515456138992982;2728.2227649509714
0.0725275647625183;2753.668231042999
0.10205034439318;2742.364216720045
0.143590548295215;2760.518031332982
0.202039940995028;2768.990131860639
0.284281509068064;2775.691119744743
0.400000000000023;2742.375526271127
