tau(s);Signal(a.u.)
2e-05;-322.77615918359334
3.25828583988992e-05;-321.73736900922813
5.30821330721358e-05;-301.3910198045078
8.64783812700463e-05;-309.94808538685305
0.000140885642574397;-318.98894612206766
0.000229522847121975;-293.51098894003485
0.000373925521354374;-263.7552807969863
0.000609178115701207;-237.60640100653194
0.000992438214180033;-209.8107796617075
0.00161682369011422;-133.61628394638007
0.00263403686754887;-44.33242855757328
0.00429122251364124;71.19972319386204
0.00699101477600703;226.33383344791918
0.0113893622255625;376.73088235201016
0.0185548988324637;477.5111961094547
0.0302285820632032;553.4002389831343
0.0492466804482427;597.1181886444277
0.0802298807830464;639.0115679895115
0.130705942245728;666.6004793345021
0.212938660404363;660.7974058354661
0.346907510980332;667.1993772645105
0.565161915389337;672.6871155133543
0.92072953307907;666.2610879798043
1.5;671.7673655858727
