tau(s);Signal(a.u.)
2e-05;-651.8113158698561
2.81411197873058e-05;-637.0519991536917
3.95961311441747e-05;-624.875709663136
5.57139734821045e-05;-593.5533871416845
7.83926800793341e-05;-555.2222473171538
0.000110302890028024;-502.9153161471758
0.000155202342058232;-439.93874986789956
0.000218378384956556;-359.22278734196175
0.000307270614501041;-241.33802406226602
0.000432346958489643;-109.25835834994508
0.000608336377426719;78.55753963034667
0.000855963343407048;270.85623845975584
0.00120438834901803;465.86002073408287
0.00169464184000759;655.995264481802
0.00238445595081169;848.3294380044559
0.0033550630269673;1008.777092821614
0.00472076152679237;1131.8845084788575
0.00664237578063844;1205.6267695524066
0.00934619462576226;1281.3283903323274
0.0131506191259525;1351.6195756588509
0.0185036574050332;1390.483761534773
0.0260356819769153;1403.2798681108695
0.0366336622628286;1419.405301618094
0.0515456138992982;1446.039865192415
0.0725275647625183;1434.35759486437
0.10205034439318;1454.8520572046295
0.143590548295215;1443.7206937891212
0.202039940995028;1432.2453531615765
0.284281509068064;1430.6090492207964
0.400000000000023;1439.761027194573
