tau(s);Signal(a.u.)
2e-05;-410.2666855464462
2.74764759176652e-05;-397.89018784079707
3.77478364427018e-05;-370.779666547494
5.1858875948093e-05;-352.1917281760761
7.12449578052482e-05;-301.31987818939285
9.78780183695488e-05;-262.93536886733364
0.000134467150729985;-199.72348029262858
0.000184734171437475;-143.76694359314627
0.00025379220063358;-44.08149596545414
0.000348665764439991;84.49015343922625
0.000479005323997487;240.98759270145956
0.000658068912462518;399.2290570333462
0.000904070731272026;579.3419988588392
0.00124203388378309;789.9055982597804
0.00170633570483451;989.3598162849937
0.00234420459506689;1209.8297487206194
0.00322052405512177;1399.4473779909208
0.00442443258214074;1574.7859722049152
0.00607839076462616;1714.5790848716272
0.00835063787312047;1833.1333553479994
0.0114723050208969;1925.567711175605
0.0157609256313391;1975.7179239237626
0.0216527346774801;1994.4737010223728
0.0297470421458688;1997.0289739507325
0.0408671943571368;2012.612707773259
0.0561443240788206;2026.6373580108361
0.0771324084232652;2016.6971786711042
0.105966338125668;2015.0516273118933
0.145579076879654;2021.9637354770762
0.199999999999988;2032.6992340744162
