tau(s);Signal(a.u.)
2e-05;-1412.2816901508995
2.74764759176652e-05;-1339.2027425935446
3.77478364427018e-05;-1272.7814279560332
5.1858875948093e-05;-1149.0780576538311
7.12449578052482e-05;-999.67482114928
9.78780183695488e-05;-804.360106205
0.000134467150729985;-567.2753187713535
0.000184734171437475;-265.0551508322226
0.00025379220063358;49.443063043127665
0.000348665764439991;407.68897567804623
0.000479005323997487;766.3350302896141
0.000658068912462518;1144.5947974555743
0.000904070731272026;1472.0551250891035
0.00124203388378309;1810.0772775807036
0.00170633570483451;2080.5221083786623
0.00234420459506689;2320.600130225993
0.00322052405512177;2500.0100926199552
0.00442443258214074;2610.2261662798574
0.00607839076462616;2709.991347641117
0.00835063787312047;2756.979380681904
0.0114723050208969;2780.0797935658347
0.0157609256313391;2809.603721739276
0.0216527346774801;2778.9923773406595
0.0297470421458688;2811.863744326825
0.0408671943571368;2810.243554661041
0.0561443240788206;2808.02290120089
0.0771324084232652;2800.4994286893884
0.105966338125668;2778.921398033131
0.145579076879654;2772.3846012835215
0.199999999999988;2716.711057887708
