tau(s);Signal(a.u.)
2e-05;-1170.5257198334423
2.74764759176652e-05;-1144.5816187885348
3.77478364427018e-05;-1120.4504074839358
5.1858875948093e-05;-1075.7743646857139
7.12449578052482e-05;-1028.4819681161619
9.78780183695488e-05;-928.3804872066173
0.000134467150729985;-836.2748684373679
0.000184734171437475;-698.1325416694782
0.00025379220063358;-516.9535746229916
0.000348665764439991;-314.2000140157628
0.000479005323997487;-60.60922937137265
0.000658068912462518;234.5724022254061
0.000904070731272026;564.5498125880072
0.00124203388378309;902.4720790419886
0.00170633570483451;1236.6714972401965
0.00234420459506689;1551.75521144108
0.00322052405512177;1795.831142242455
0.00442443258214074;2011.1830903481289
0.00607839076462616;2176.956909223018
0.00835063787312047;2310.267302281462
0.0114723050208969;2411.895188530155
0.0157609256313391;2467.0282399870684
0.0216527346774801;2534.365733042885
0.0297470421458688;2557.056600480728
0.0408671943571368;2584.1667248986964
0.0561443240788206;2564.7377038014283
0.0771324084232652;2579.47303729242
0.105966338125668;2581.539041457752
0.145579076879654;2584.112343897431
0.199999999999988;2563.459809541207
