tau(s);Signal(a.u.)
2e-05;-719.7495674755435
2.8821841099875e-05;-698.9157558330083
4.15349262193222e-05;-727.3180021476779
5.98556521794168e-05;-718.9799858749946
8.62575048022269e-05;-700.1739251997337
0.000124305004854074;-650.1562484077634
0.000179134954891166;-634.3055742527486
0.000258149960265323;-616.6823709853353
0.00037201785673531;-549.6075934615861
0.000536111977657058;-466.82755899750146
0.000772586711588573;-371.8104261519973
0.00111336857186404;-233.76857003940722
0.00160446660319301;-42.666298597736414
0.00231218407436425;216.76689100090348
0.0033320700992494;487.50782753831874
0.00480181974671055;788.9777550567793
0.00691986428649667;1101.8322653999483
0.00997216144490535;1377.0320225468213
0.0143708026293681;1595.4156879970108
0.0207096494930656;1790.9609612266358
0.0298445113461622;1898.7114991145377
0.0430086881861252;2028.3085336516037
0.0619794788407286;2104.2445165825643
0.0893181345300273;2168.7857007463613
0.128715654038085;2154.1014297893635
0.185491106387609;2129.5210439942334
0.267309759687184;2149.672516381723
0.385217970907489;2115.632740044963
0.555134557315596;2142.107900162469
0.799999999999977;2141.1602820570665
