tau(s);Signal(a.u.)
2e-05;-507.31728382665676
2.81411197873058e-05;-482.4680641551189
3.95961311441747e-05;-506.98212076113833
5.57139734821045e-05;-489.9902012804998
7.83926800793341e-05;-466.1875729456661
0.000110302890028024;-483.49409597080347
0.000155202342058232;-455.5704239786754
0.000218378384956556;-424.1850227148211
0.000307270614501041;-377.57910863673436
0.000432346958489643;-341.332951799108
0.000608336377426719;-269.6362160063517
0.000855963343407048;-194.89540012847198
0.00120438834901803;-69.82694129077517
0.00169464184000759;66.90015523575525
0.00238445595081169;241.8762068774448
0.0033550630269673;464.24199628718884
0.00472076152679237;711.1190286132261
0.00664237578063844;956.4396675478865
0.00934619462576226;1224.6298555047097
0.0131506191259525;1470.2900598945953
0.0185036574050332;1706.0421369066285
0.0260356819769153;1902.5745594622701
0.0366336622628286;2074.399270946039
0.0515456138992982;2169.3928785771423
0.0725275647625183;2233.3486649866577
0.10205034439318;2254.1351442195178
0.143590548295215;2269.9813522838253
0.202039940995028;2255.053205993265
0.284281509068064;2279.117771211085
0.400000000000023;2263.1284271197583
