tau(s);Signal(a.u.)
2e-05;-401.49022915993754
2.74764759176652e-05;-389.2728069577607
3.77478364427018e-05;-369.90399825935486
5.1858875948093e-05;-352.0887037130812
7.12449578052482e-05;-326.2160233287121
9.78780183695488e-05;-266.3252330153277
0.000134467150729985;-208.4623501796503
0.000184734171437475;-153.200854781862
0.00025379220063358;-80.37984913828285
0.000348665764439991;38.13675406967759
0.000479005323997487;206.73128640333402
0.000658068912462518;356.8009770685673
0.000904070731272026;541.1548069942703
0.00124203388378309;910.5709967092096
0.00170633570483451;1010.1571196976475
0.00234420459506689;1210.9108565180732
0.00322052405512177;1442.9918071380307
0.00442443258214074;1640.8425521312395
0.00607839076462616;1870.508484212922
0.00835063787312047;1974.1420850728946
0.0114723050208969;2094.7612739130236
0.0157609256313391;2202.9880410904843
0.0216527346774801;2228.071650012548
0.0297470421458688;2232.9108411158295
0.0408671943571368;2259.5167175268007
0.0561443240788206;2248.4881983985033
0.0771324084232652;2245.299746727458
0.105966338125668;2254.1597210768214
0.145579076879654;2255.6901371943536
0.199999999999988;2266.278707388542
