tau(s);Signal(a.u.)
2e-05;-233.51649918077774
2.74764759176652e-05;-229.1286012978225
3.77478364427018e-05;-225.0662379697427
5.1858875948093e-05;-218.37814305405797
7.12449578052482e-05;-203.76299515306917
9.78780183695488e-05;-186.09483612720575
0.000134467150729985;-165.77408615196933
0.000184734171437475;-135.27178859796354
0.00025379220063358;-97.11516246691468
0.000348665764439991;-28.513656585245023
0.000479005323997487;36.21474729210892
0.000658068912462518;139.99560748780638
0.000904070731272026;230.61682281587804
0.00124203388378309;352.72929130835394
0.00170633570483451;508.9101134049452
0.00234420459506689;691.6491818567653
0.00322052405512177;911.3875223713543
0.00442443258214074;1094.855677237269
0.00607839076462616;1273.1330119726822
0.00835063787312047;1435.8590345971872
0.0114723050208969;1633.0172515296192
0.0157609256313391;1761.899570628595
0.0216527346774801;1837.4380500538189
0.0297470421458688;1879.1311871302855
0.0408671943571368;1924.989521201282
0.0561443240788206;1917.2926294106398
0.0771324084232652;1941.6251098107757
0.105966338125668;1947.4998932437945
0.145579076879654;1942.9536312302794
0.199999999999988;1924.0425060516775
