tau(s);Signal(a.u.)
2e-05;-1235.6730536019056
2.74764759176652e-05;-1208.3285351044349
3.77478364427018e-05;-1193.7575139452958
5.1858875948093e-05;-1148.1716795979578
7.12449578052482e-05;-1081.5585460931604
9.78780183695488e-05;-998.4780949619967
0.000134467150729985;-868.0152570477343
0.000184734171437475;-732.3267982632584
0.00025379220063358;-542.6396711723254
0.000348665764439991;-319.71685757407704
0.000479005323997487;-39.80302700379016
0.000658068912462518;282.16052045605414
0.000904070731272026;656.7824556901023
0.00124203388378309;1070.8074651081697
0.00170633570483451;1497.9120203738164
0.00234420459506689;1767.5566044120128
0.00322052405512177;2015.2880753040226
0.00442443258214074;2234.837337988427
0.00607839076462616;2390.556323065819
0.00835063787312047;2533.3860437707986
0.0114723050208969;2639.010280600637
0.0157609256313391;2694.863523665224
0.0216527346774801;2716.079788147888
0.0297470421458688;2757.135984276822
0.0408671943571368;2784.9477521782287
0.0561443240788206;2795.023518788285
0.0771324084232652;2798.3986950289045
0.105966338125668;2822.185652591442
0.145579076879654;2811.0973303483916
0.199999999999988;2813.5489391269566
