tau(s);Signal(a.u.)
2e-05;-1218.0038241554694
2.74764759176652e-05;-1179.5697247401993
3.77478364427018e-05;-1167.6417578006367
5.1858875948093e-05;-1116.760084461073
7.12449578052482e-05;-1060.1976130333378
9.78780183695488e-05;-988.4393379312991
0.000134467150729985;-900.098088298062
0.000184734171437475;-775.3059983306482
0.00025379220063358;-543.2131956826927
0.000348665764439991;-299.67361251567917
0.000479005323997487;-72.36124650632762
0.000658068912462518;247.57214530627263
0.000904070731272026;580.5564841078065
0.00124203388378309;907.6658400911616
0.00170633570483451;1341.9122373459331
0.00234420459506689;1603.0405862858252
0.00322052405512177;1850.7501892539342
0.00442443258214074;2034.7150877332485
0.00607839076462616;2228.886800935068
0.00835063787312047;2373.2179381508963
0.0114723050208969;2565.722806784141
0.0157609256313391;2662.4798140862804
0.0216527346774801;2705.7155020093187
0.0297470421458688;2705.400104190663
0.0408671943571368;2688.833313337853
0.0561443240788206;2685.9277298985935
0.0771324084232652;2704.2169750967914
0.105966338125668;2676.3050833601274
0.145579076879654;2717.020518181951
0.199999999999988;2699.84169245453
