tau(s);Signal(a.u.)
2e-05;-656.9250365066586
2.8821841099875e-05;-667.143391664279
4.15349262193222e-05;-671.1736623557032
5.98556521794168e-05;-615.8948806475248
8.62575048022269e-05;-614.9356225610552
0.000124305004854074;-617.3745933221151
0.000179134954891166;-571.8600325312667
0.000258149960265323;-540.9032287683394
0.00037201785673531;-523.1510154607446
0.000536111977657058;-460.87518951168573
0.000772586711588573;-361.92220988771385
0.00111336857186404;-213.98135428322323
0.00160446660319301;-54.613154026694325
0.00231218407436425;139.85718831584026
0.0033320700992494;366.0531425859952
0.00480181974671055;635.1484610780075
0.00691986428649667;958.6950563194167
0.00997216144490535;1186.1680468192133
0.0143708026293681;1409.7406425427669
0.0207096494930656;1516.7014078344466
0.0298445113461622;1674.050365259257
0.0430086881861252;1778.1368835398619
0.0619794788407286;1872.7571080149676
0.0893181345300273;1939.1082972789325
0.128715654038085;1911.2224340200592
0.185491106387609;1954.2432322545808
0.267309759687184;1932.0466357575071
0.385217970907489;1965.7745013928588
0.555134557315596;1957.5251338061616
0.799999999999977;1964.8733842139438
