tau(s);Signal(a.u.)
2e-05;-599.8057128839607
2.74764759176652e-05;-570.1131542660103
3.77478364427018e-05;-555.2264503414671
5.1858875948093e-05;-497.03266929866373
7.12449578052482e-05;-442.1027054717808
9.78780183695488e-05;-369.1284306618612
0.000134467150729985;-278.0207368026438
0.000184734171437475;-163.6268431200684
0.00025379220063358;-30.5014345370226
0.000348665764439991;135.11014200587894
0.000479005323997487;300.7438752561807
0.000658068912462518;479.69236770581864
0.000904070731272026;662.6933169166034
0.00124203388378309;818.1737493233289
0.00170633570483451;973.7617584711824
0.00234420459506689;1097.230127445407
0.00322052405512177;1203.7643432925827
0.00442443258214074;1285.1897258436927
0.00607839076462616;1349.4388216358354
0.00835063787312047;1407.4301851115006
0.0114723050208969;1419.8003885711576
0.0157609256313391;1456.700079650935
0.0216527346774801;1474.3367037881856
0.0297470421458688;1470.3989329026506
0.0408671943571368;1475.2119338902303
0.0561443240788206;1469.3689956158375
0.0771324084232652;1475.0152801574095
0.105966338125668;1477.37813177801
0.145579076879654;1480.5785337482557
0.199999999999988;1465.8264030296073
