tau(s);Signal(a.u.)
2e-05;-617.6216605789577
2.8821841099875e-05;-601.6843893459982
4.15349262193222e-05;-605.3440777512023
5.98556521794168e-05;-608.8591719943365
8.62575048022269e-05;-614.3403306934612
0.000124305004854074;-585.8655500784965
0.000179134954891166;-555.2055894366536
0.000258149960265323;-519.9653614806139
0.00037201785673531;-471.90866369959053
0.000536111977657058;-400.16976329609946
0.000772586711588573;-364.0225401072496
0.00111336857186404;-237.04226245854738
0.00160446660319301;-84.30789299284856
0.00231218407436425;92.89270146272298
0.0033320700992494;336.5778297995551
0.00480181974671055;568.4517540505693
0.00691986428649667;843.1999157589754
0.00997216144490535;1087.7369602974225
0.0143708026293681;1286.6635938931581
0.0207096494930656;1492.4839249354216
0.0298445113461622;1581.097011073165
0.0430086881861252;1685.6813139025376
0.0619794788407286;1745.3132695065863
0.0893181345300273;1795.9543350738536
0.128715654038085;1817.0016480376592
0.185491106387609;1835.4725693257578
0.267309759687184;1832.3547396605184
0.385217970907489;1831.6140641566274
0.555134557315596;1831.562662374535
0.799999999999977;1832.7577439065346
