tau(s);Signal(a.u.)
2e-05;-95.05098867221707
2.6827529769963e-05;-84.16072669565865
3.59858176779126e-05;-66.84934236294869
4.8270529752533e-05;-26.466973263426176
6.47489536973982e-05;3.5000110419526473
8.68527241445453e-05;38.896768079515404
0.000116502202129509;86.9787844471638
0.000156273314794782;131.20640543659005
0.000209621350245391;194.80512936967182
0.000281181150706403;241.24643038366855
0.000377169784566424;279.71151101152725
0.000505926681189313;320.43502109221816
0.000678638155051244;365.9281614310975
0.000910309265383501;395.3709492360369
0.00122106744584745;415.32215153173667
0.00163791116273026;430.5817875740571
0.00219705552393504;447.32932861042696
0.00294707862373144;452.8550248029475
0.00395314197562884;458.31096771076454
0.00530265170180366;455.4947667668553
0.00711285231949413;462.57293365841025
0.00954101286752895;465.2810256199333
0.0127980903369617;464.19955537945117
0.0171670574756757;467.2782316501987
0.0230274872745678;456.9923150548824
0.0308885300192956;471.83772617423597
0.0414331479321525;459.40215035826685
0.055577450480655;456.68572663356423
0.0745502853654209;457.2136048861695
0.100000000000003;462.8298856450226
