tau(s);Signal(a.u.)
2e-05;-1021.7727752171127
2.81411197873058e-05;-1013.3814745787905
3.95961311441747e-05;-967.3282423337205
5.57139734821045e-05;-986.80352802704
7.83926800793341e-05;-964.6216036774897
0.000110302890028024;-970.3102588969793
0.000155202342058232;-896.8004569421583
0.000218378384956556;-860.6177278279301
0.000307270614501041;-811.4658394189928
0.000432346958489643;-687.1671258023499
0.000608336377426719;-586.0622424119426
0.000855963343407048;-413.81232162699257
0.00120438834901803;-210.6423213498392
0.00169464184000759;21.255114843784693
0.00238445595081169;309.3844234890884
0.0033550630269673;620.0546172193008
0.00472076152679237;951.9564768823732
0.00664237578063844;1239.270164862624
0.00934619462576226;1489.6546741268685
0.0131506191259525;1659.3271963253414
0.0185036574050332;1839.1564805855862
0.0260356819769153;1906.7851014647902
0.0366336622628286;2059.4655628768774
0.0515456138992982;2070.3826725073613
0.0725275647625183;2125.885662498045
0.10205034439318;2134.2154216925132
0.143590548295215;2146.9932587384737
0.202039940995028;2135.504943285217
0.284281509068064;2129.6578306475326
0.400000000000023;2127.7205247314937
