tau(s);Signal(a.u.)
2e-05;-764.4899224897471
2.8821841099875e-05;-764.1621258665077
4.15349262193222e-05;-767.3676836961079
5.98556521794168e-05;-732.627506871621
8.62575048022269e-05;-740.0255576698455
0.000124305004854074;-729.5400510512637
0.000179134954891166;-674.2261726631546
0.000258149960265323;-636.9629136834293
0.00037201785673531;-575.4940602738914
0.000536111977657058;-493.2982182201553
0.000772586711588573;-356.7674378605299
0.00111336857186404;-192.78506669686988
0.00160446660319301;3.6290733837050304
0.00231218407436425;268.56583811634033
0.0033320700992494;535.0171605317659
0.00480181974671055;848.3556541317593
0.00691986428649667;1174.3856321165351
0.00997216144490535;1479.8172248978483
0.0143708026293681;1699.2640375905678
0.0207096494930656;1859.0835789534879
0.0298445113461622;1996.2787389667772
0.0430086881861252;2101.4031045776637
0.0619794788407286;2174.667868425899
0.0893181345300273;2206.3982110940706
0.128715654038085;2244.0138930037524
0.185491106387609;2217.6829561137743
0.267309759687184;2209.9317542027666
0.385217970907489;2206.386472188433
0.555134557315596;2237.2785260557953
0.799999999999977;2225.7260815695163
