tau(s);Signal(a.u.)
2e-05;-1111.1235181518866
2.74764759176652e-05;-1082.9970757537958
3.77478364427018e-05;-1046.8744725440852
5.1858875948093e-05;-976.2387666571959
7.12449578052482e-05;-912.0090730882854
9.78780183695488e-05;-772.3853738944644
0.000134467150729985;-637.8278047163421
0.000184734171437475;-451.3328934646522
0.00025379220063358;-243.6886600178399
0.000348665764439991;35.328713402209026
0.000479005323997487;345.98621967934196
0.000658068912462518;667.6283292948757
0.000904070731272026;1006.6412334412187
0.00124203388378309;1320.6482835106758
0.00170633570483451;1619.945181983171
0.00234420459506689;1870.902148737519
0.00322052405512177;2077.929862489564
0.00442443258214074;2264.0174067623248
0.00607839076462616;2394.1349610404677
0.00835063787312047;2501.243041789812
0.0114723050208969;2569.8073499216657
0.0157609256313391;2616.0958274093427
0.0216527346774801;2647.297788897294
0.0297470421458688;2680.4937505073917
0.0408671943571368;2680.4667284964157
0.0561443240788206;2682.1225907613207
0.0771324084232652;2675.9221873510633
0.105966338125668;2673.318433633534
0.145579076879654;2673.3960856626377
0.199999999999988;2682.0020531098858
