tau(s);Signal(a.u.)
2e-05;-1192.4233283663918
2.74764759176652e-05;-1179.1299886714617
3.77478364427018e-05;-1172.0049989963568
5.1858875948093e-05;-1129.8197142414454
7.12449578052482e-05;-1057.311606311097
9.78780183695488e-05;-996.4064342460648
0.000134467150729985;-878.0462181833786
0.000184734171437475;-785.31799757819
0.00025379220063358;-627.238501122646
0.000348665764439991;-411.9236181304482
0.000479005323997487;-179.57667608786184
0.000658068912462518;130.46042111209164
0.000904070731272026;470.7781843492579
0.00124203388378309;820.6294967482376
0.00170633570483451;1184.1972946432531
0.00234420459506689;1456.938886856894
0.00322052405512177;1742.0752725844254
0.00442443258214074;1968.236955840895
0.00607839076462616;2150.829669848534
0.00835063787312047;2312.2887495049736
0.0114723050208969;2423.1620051308337
0.0157609256313391;2517.562450014165
0.0216527346774801;2560.8383310548775
0.0297470421458688;2620.184667042902
0.0408671943571368;2642.4295832697208
0.0561443240788206;2635.864204065898
0.0771324084232652;2651.6406759823876
0.105966338125668;2643.130433612432
0.145579076879654;2634.600841530573
0.199999999999988;2671.6293137391935
