tau(s);Signal(a.u.)
2e-05;-1488.7879786539709
2.74764759176652e-05;-1411.0830349768435
3.77478364427018e-05;-1337.2336555720233
5.1858875948093e-05;-1226.1770532092496
7.12449578052482e-05;-1087.926731413131
9.78780183695488e-05;-882.2025413711241
0.000134467150729985;-632.2241628875936
0.000184734171437475;-343.423396521459
0.00025379220063358;5.594018394720089
0.000348665764439991;379.00364759833684
0.000479005323997487;787.1963718395486
0.000658068912462518;1226.359451379075
0.000904070731272026;1592.5864096441744
0.00124203388378309;1945.922876727952
0.00170633570483451;2256.747783758856
0.00234420459506689;2509.249476831277
0.00322052405512177;2734.4082991653695
0.00442443258214074;2884.6348913080315
0.00607839076462616;2997.3879229183312
0.00835063787312047;3072.195283185003
0.0114723050208969;3109.931262992618
0.0157609256313391;3128.6459783482137
0.0216527346774801;3131.4290513524074
0.0297470421458688;3127.197408699241
0.0408671943571368;3136.9473068890334
0.0561443240788206;3138.597060888065
0.0771324084232652;3134.156019350204
0.105966338125668;3116.009302413142
0.145579076879654;3116.697036354037
0.199999999999988;3121.648940447607
