tau(s);Signal(a.u.)
2e-05;-1166.970457512869
2.8821841099875e-05;-1170.6582881304714
4.15349262193222e-05;-1160.2618746333005
5.98556521794168e-05;-1142.6196207953685
8.62575048022269e-05;-1130.9398585232977
0.000124305004854074;-1091.416184289518
0.000179134954891166;-1030.966541093964
0.000258149960265323;-961.0692603293843
0.00037201785673531;-829.3382207129771
0.000536111977657058;-719.2620412478357
0.000772586711588573;-537.7524615871451
0.00111336857186404;-277.84898497170775
0.00160446660319301;45.261609475567774
0.00231218407436425;417.89091389534116
0.0033320700992494;802.5073573457479
0.00480181974671055;1216.7448396070401
0.00691986428649667;1582.882472582568
0.00997216144490535;1851.119317799427
0.0143708026293681;2102.3001146531774
0.0207096494930656;2282.534724735847
0.0298445113461622;2350.886419042027
0.0430086881861252;2470.5216389479615
0.0619794788407286;2493.759782215286
0.0893181345300273;2516.758581151475
0.128715654038085;2545.5176816233193
0.185491106387609;2499.5969500265987
0.267309759687184;2523.5098477998713
0.385217970907489;2543.007333999123
0.555134557315596;2511.6454851764597
0.799999999999977;2508.33914997988
