tau(s);Signal(a.u.)
2e-05;-1077.331757912717
2.74764759176652e-05;-1051.9207085796156
3.77478364427018e-05;-999.5309459438201
5.1858875948093e-05;-920.864944423068
7.12449578052482e-05;-831.104507799728
9.78780183695488e-05;-697.0994865140427
0.000134467150729985;-533.7905839679614
0.000184734171437475;-336.70784974678253
0.00025379220063358;-96.51441742200518
0.000348665764439991;189.8566236204468
0.000479005323997487;483.62891344589985
0.000658068912462518;807.4968555981446
0.000904070731272026;1134.235134101753
0.00124203388378309;1437.447569678185
0.00170633570483451;1710.8383647655355
0.00234420459506689;1937.760559655297
0.00322052405512177;2118.308041432603
0.00442443258214074;2255.9735213793238
0.00607839076462616;2385.595689511843
0.00835063787312047;2474.617524791192
0.0114723050208969;2538.360923128707
0.0157609256313391;2560.883320843313
0.0216527346774801;2603.121752153583
0.0297470421458688;2621.794821759884
0.0408671943571368;2641.7990679520744
0.0561443240788206;2619.7158321018537
0.0771324084232652;2610.607856654765
0.105966338125668;2609.9723112821284
0.145579076879654;2614.6426299096793
0.199999999999988;2606.2327585360954
