tau(s);Signal(a.u.)
2e-05;-1197.9084631646056
2.74764759176652e-05;-1165.3481686186067
3.77478364427018e-05;-1161.3332514401536
5.1858875948093e-05;-1119.7248981782752
7.12449578052482e-05;-1070.2380142335694
9.78780183695488e-05;-980.3691357166734
0.000134467150729985;-903.3173390587539
0.000184734171437475;-777.6093911099205
0.00025379220063358;-623.4951923355784
0.000348665764439991;-428.2795338811502
0.000479005323997487;-163.63800136556378
0.000658068912462518;97.62018234064463
0.000904070731272026;429.68715749799145
0.00124203388378309;805.130469512307
0.00170633570483451;1165.4785967646403
0.00234420459506689;1486.0252462711242
0.00322052405512177;1768.9689277103987
0.00442443258214074;2005.3858266211746
0.00607839076462616;2173.8308047589294
0.00835063787312047;2321.9887573984547
0.0114723050208969;2446.009594484987
0.0157609256313391;2526.3987007842557
0.0216527346774801;2591.707539123415
0.0297470421458688;2621.885313991496
0.0408671943571368;2626.7879050939982
0.0561443240788206;2648.5428376181076
0.0771324084232652;2645.8633204148414
0.105966338125668;2669.3778509462604
0.145579076879654;2667.6719003465064
0.199999999999988;2667.3129750259077
