tau(s);Signal(a.u.)
2e-05;-409.25664782924736
2.81411197873058e-05;-402.7788089514038
3.95961311441747e-05;-413.7898798837369
5.57139734821045e-05;-402.58604747717527
7.83926800793341e-05;-387.5307489444224
0.000110302890028024;-384.08649088812115
0.000155202342058232;-368.5962389903791
0.000218378384956556;-348.19121149701266
0.000307270614501041;-331.41117885269495
0.000432346958489643;-291.6019180657767
0.000608336377426719;-247.12972429714335
0.000855963343407048;-189.25617335511166
0.00120438834901803;-101.0122056731526
0.00169464184000759;-1.3873167713735783
0.00238445595081169;121.91760826481955
0.0033550630269673;247.14204854591227
0.00472076152679237;386.440477297267
0.00664237578063844;508.6835550452002
0.00934619462576226;612.3462106271202
0.0131506191259525;699.1432595964625
0.0185036574050332;769.0790104273743
0.0260356819769153;808.0778658710398
0.0366336622628286;853.6207863454639
0.0515456138992982;881.2485032318798
0.0725275647625183;892.1457008684839
0.10205034439318;908.3750224735901
0.143590548295215;906.261437845304
0.202039940995028;901.1601966136373
0.284281509068064;914.6131731251795
0.400000000000023;893.5300732305952
