tau(s);Signal(a.u.)
2e-05;-604.6783535769889
2.81411197873058e-05;-586.7703472853245
3.95961311441747e-05;-583.0631429121412
5.57139734821045e-05;-557.0898812232285
7.83926800793341e-05;-546.7241658697283
0.000110302890028024;-557.295355596535
0.000155202342058232;-522.2180609034828
0.000218378384956556;-467.8606325383942
0.000307270614501041;-444.4059869565571
0.000432346958489643;-369.0967763293349
0.000608336377426719;-282.6610110332079
0.000855963343407048;-177.23408001284906
0.00120438834901803;-13.599839178715706
0.00169464184000759;149.07716200789773
0.00238445595081169;380.12162436619764
0.0033550630269673;623.3348637495616
0.00472076152679237;918.4975062939949
0.00664237578063844;1183.0790193675668
0.00934619462576226;1456.4149058373207
0.0131506191259525;1709.0747701891353
0.0185036574050332;1955.787432506561
0.0260356819769153;2118.0310969278858
0.0366336622628286;2259.7524126901158
0.0515456138992982;2349.588604662811
0.0725275647625183;2394.949647539951
0.10205034439318;2395.0665388703696
0.143590548295215;2380.9732745246797
0.202039940995028;2389.4161140916685
0.284281509068064;2400.071742199336
0.400000000000023;2417.2525958892707
