tau(s);Signal(a.u.)
2e-05;-1228.2198200869882
2.74764759176652e-05;-1179.9632835771151
3.77478364427018e-05;-1092.5143165991524
5.1858875948093e-05;-1009.8829424694193
7.12449578052482e-05;-869.7413593942226
9.78780183695488e-05;-711.6794077470836
0.000134467150729985;-509.18350278684477
0.000184734171437475;-262.00285912151935
0.00025379220063358;48.41147116859258
0.000348665764439991;367.5621705406049
0.000479005323997487;721.1803372418673
0.000658068912462518;1104.7593586264866
0.000904070731272026;1464.5266498110134
0.00124203388378309;1744.6217669350474
0.00170633570483451;2060.846363190053
0.00234420459506689;2309.4786864672087
0.00322052405512177;2499.9990027170084
0.00442443258214074;2659.850488782885
0.00607839076462616;2802.0560659735047
0.00835063787312047;2862.673847122912
0.0114723050208969;2911.2175517581877
0.0157609256313391;2968.3811404055386
0.0216527346774801;2988.396287364975
0.0297470421458688;2998.721357371528
0.0408671943571368;3010.526245274248
0.0561443240788206;3001.4977897959693
0.0771324084232652;2988.198603455573
0.105966338125668;3002.7342277523776
0.145579076879654;3025.780150976757
0.199999999999988;3010.9046769196907
