tau(s);Signal(a.u.)
2e-05;-1124.1489912174586
2.74764759176652e-05;-1081.9946524917332
3.77478364427018e-05;-1070.4557071138008
5.1858875948093e-05;-1006.1756754830565
7.12449578052482e-05;-931.9636538005393
9.78780183695488e-05;-832.2893843391586
0.000134467150729985;-708.4108778514048
0.000184734171437475;-527.8999574037715
0.00025379220063358;-327.1981994062464
0.000348665764439991;-80.50672241125626
0.000479005323997487;221.53947316881838
0.000658068912462518;522.7421285564913
0.000904070731272026;871.5951804579088
0.00124203388378309;1189.8340745146377
0.00170633570483451;1486.8757673470943
0.00234420459506689;1773.4157978904616
0.00322052405512177;1978.7563484100406
0.00442443258214074;2174.021215960722
0.00607839076462616;2307.9837573396003
0.00835063787312047;2421.795372891572
0.0114723050208969;2505.147929504356
0.0157609256313391;2566.5823099125555
0.0216527346774801;2614.2979499104736
0.0297470421458688;2630.1526659412693
0.0408671943571368;2617.302587005925
0.0561443240788206;2658.657857715544
0.0771324084232652;2638.2272978406663
0.105966338125668;2631.03502718526
0.145579076879654;2643.6166812338856
0.199999999999988;2636.6520969063326
