tau(s);Signal(a.u.)
2e-05;-1007.1303736124663
2.8821841099875e-05;-1020.4039015451153
4.15349262193222e-05;-1003.0876301639179
5.98556521794168e-05;-1016.206689856004
8.62575048022269e-05;-977.2943522043506
0.000124305004854074;-939.2648619264058
0.000179134954891166;-892.1112497575283
0.000258149960265323;-850.3488372226383
0.00037201785673531;-767.4912102936413
0.000536111977657058;-653.6803342975613
0.000772586711588573;-490.42928793409095
0.00111336857186404;-304.16655445621325
0.00160446660319301;-44.33275405861178
0.00231218407436425;235.40703856280427
0.0033320700992494;602.5799466353913
0.00480181974671055;951.08798052883
0.00691986428649667;1266.9531873235944
0.00997216144490535;1512.2567841044984
0.0143708026293681;1714.2977347246983
0.0207096494930656;1842.1715638170222
0.0298445113461622;1945.7829401961837
0.0430086881861252;2031.9100755576692
0.0619794788407286;2064.834464608983
0.0893181345300273;2072.2649013078308
0.128715654038085;2103.16252089753
0.185491106387609;2097.7798783930684
0.267309759687184;2134.2616839974826
0.385217970907489;2102.9803553557226
0.555134557315596;2128.2550920481276
0.799999999999977;2083.424129285116
