tau(s);Signal(a.u.)
2e-05;-537.8211806853366
2.74764759176652e-05;-523.1575789657229
3.77478364427018e-05;-526.0628795283302
5.1858875948093e-05;-505.37286840808144
7.12449578052482e-05;-492.99799242606827
9.78780183695488e-05;-478.2850507810153
0.000134467150729985;-437.2317544777021
0.000184734171437475;-403.0790900213811
0.00025379220063358;-338.72549974827734
0.000348665764439991;-267.25453920846894
0.000479005323997487;-177.07315528220786
0.000658068912462518;-49.29503458375181
0.000904070731272026;79.1128237740408
0.00124203388378309;231.00448244468672
0.00170633570483451;399.90241583039375
0.00234420459506689;555.4952491679766
0.00322052405512177;725.8210128457936
0.00442443258214074;853.7504624873258
0.00607839076462616;953.0236442701578
0.00835063787312047;1041.2921772339364
0.0114723050208969;1106.3284403848945
0.0157609256313391;1173.5980169846387
0.0216527346774801;1212.4101048872953
0.0297470421458688;1234.373102469987
0.0408671943571368;1272.3275169685903
0.0561443240788206;1259.4483294094546
0.0771324084232652;1252.041144916048
0.105966338125668;1252.1477056411966
0.145579076879654;1258.7700880749635
0.199999999999988;1253.516166510922
