tau(s);Signal(a.u.)
2e-05;-671.9799375765109
2.8821841099875e-05;-681.7841369054025
4.15349262193222e-05;-683.4851217868378
5.98556521794168e-05;-679.6887980881904
8.62575048022269e-05;-657.748155463988
0.000124305004854074;-674.1895596648582
0.000179134954891166;-593.07968148826
0.000258149960265323;-585.7654536552799
0.00037201785673531;-538.8023471732386
0.000536111977657058;-458.73218828370693
0.000772586711588573;-374.34190697043005
0.00111336857186404;-219.09739927006734
0.00160446660319301;-58.16527487800746
0.00231218407436425;150.35145080373758
0.0033320700992494;442.6171026813578
0.00480181974671055;731.9271362480576
0.00691986428649667;1014.1221978996218
0.00997216144490535;1268.4553793156863
0.0143708026293681;1471.0545086471714
0.0207096494930656;1658.643314538849
0.0298445113461622;1766.0127289542536
0.0430086881861252;1905.6472636854958
0.0619794788407286;1999.4194122438535
0.0893181345300273;2016.4759668517654
0.128715654038085;2059.948626914469
0.185491106387609;2060.5979085828626
0.267309759687184;2055.9391293417575
0.385217970907489;2071.991911301769
0.555134557315596;2041.454565016157
0.799999999999977;2055.3794776884674
