T(K);T1(s);fr(MHz);r;y0;s;dT1;popts0;popts1;popts2;popts3;integral left;integral right;SHL;phase;mirroring;TAU(us);D1(us);D2(us);D3(us);D9(ms);NS
85.0;0.00486972053133169;56.14;0.7156571636155115;2605.2335171612303;0.534914535595159;0.00010204187347956612;0.00486972053133169;2605.2335171612303;0.534914535595159;0.7156571636155115;4086;4105;334;1.3108862037442552;True;100.0;5.0;9.5;25.0;50;128
90.0;0.00577118608542733;56.14;0.7329285687406443;2665.6974575100894;0.5205125944580802;0.00011713844756658833;0.00577118608542733;2665.6974575100894;0.5205125944580802;0.7329285687406443;4086;4105;332;1.246763753638397;True;100.0;5.0;9.5;25.0;50;128
