T(K);T1(s);fr(MHz);r;y0;s;dT1;popts0;popts1;popts2;popts3;integral left;integral right;SHL;phase;mirroring;TAU(us);D1(us);D2(us);D3(us);D9(ms);NS
80.0;0.004200994433519354;56.12;0.691343453214921;2994.033436832906;0.5487776427235301;8.735090910339887e-05;0.004200994433519354;2994.033436832906;0.5487776427235301;0.691343453214921;4086;4105;334;1.2718822782349604;True;100.0;5.0;9.5;25.0;50;128
