T(K);T1(s);fr(MHz);r;y0;s;dT1;popts0;popts1;popts2;popts3;integral left;integral right;SHL;phase;mirroring;TAU(us);D1(us);D2(us);D3(us);D9(ms);NS
135.0;0.015268790453521081;56.15;0.8100738168573477;2572.128690476935;0.37784454955874996;0.0003206975002367053;0.015268790453521081;2572.128690476935;0.37784454955874996;0.8100738168573477;4079;4110;343;1.2731292306572262;True;100.0;7.0;12.0;25.0;100;128
