          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5869140625    -35.452      7.303 36.1963825955026     115.05      23.71
  2.8141E-005 1.572265625    -35.132      7.774 35.9818356952505     115.05      23.71
  3.9596E-005 1.572265625    -34.403      7.638 35.2406789520293     115.05      23.71
  5.5714E-005 1.5869140625    -33.342      7.537 34.1832610059368     115.05      23.71
  7.8393E-005 1.5673828125    -31.526      7.281 32.3558593920792     115.05      23.71
  0.000110303 1.572265625    -28.566      7.574 29.5530342266238     115.05      23.71
  0.000155202 1.5576171875    -25.929      7.362 26.9538881239794     115.05      23.71
  0.000218378     1.5625    -22.111      6.078 22.9311666733291     115.05      23.71
  0.000307271 1.5576171875    -17.357      4.887 18.0318667364197     115.05      23.71
  0.000432347 1.572265625    -10.501      4.553 11.4455585272192     115.05      23.71
    0.000608 1.572265625      -1.83      3.207 3.69239068897104     115.05      23.71
    0.000856 1.572265625      8.015      0.689 8.04456002525931     115.05      23.71
    0.001204 1.58203125     18.542     -0.961 18.5668867880428     115.05      23.71
    0.001695 1.5771484375      28.59     -1.861 28.650504725048     115.05      23.71
    0.002384 1.58203125     39.681      -3.38 39.8246928550617     115.05      23.71
    0.003355 1.58203125     49.067     -5.032 49.3243501021554     115.05      23.71
    0.004721  1.6015625     56.675     -6.098 57.0021160045835     115.05      23.71
    0.006642 1.5771484375     61.792     -6.206 62.1028638631102     115.05      23.71
    0.009346 1.572265625     66.266     -6.464 66.5805230679363     115.05      23.71
    0.013151 1.5869140625     70.316     -6.776 70.6417301033886     115.05      23.71
    0.018504 1.6357421875     72.892     -7.947 73.3239283794861     115.05      23.71
    0.026036 1.6064453125     74.816     -7.803 75.2218097695077     115.05      23.71
    0.036634 1.6748046875      76.09     -7.216 76.4313990189896     115.05      23.71
    0.051546 1.611328125     76.318      -6.83 76.6230123657377     115.05      23.71
    0.072528  1.6015625     76.027     -7.035 76.3517907714023     115.05      23.71
     0.10205 1.591796875     75.865     -7.216 76.2074069956458     115.05      23.71
    0.143591 1.591796875     75.633       -7.3 75.9844766317437     115.05      23.71
     0.20204 1.5869140625     75.639     -7.077 75.9693507277771     115.05      23.71
    0.284282 1.591796875     75.462     -7.551 75.8388491803508     115.05      23.71
