          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.54296875    -33.165      8.118 34.1440939109533      85.02       30.1
  2.7476E-005 1.5380859375    -31.973      6.998 32.729875236548      85.02       30.1
  3.7748E-005 1.54296875    -31.446      7.221 32.2644348625542      85.02       30.1
  5.1859E-005 1.5380859375    -27.761      6.292 28.4651082028507      85.02       30.1
  7.1245E-005 1.54296875     -24.74      6.762 25.6474607710003      85.02       30.1
  9.7878E-005 1.5380859375     -21.04      5.642 21.7833368426419      85.02       30.1
  0.000134467 1.54296875    -15.536      5.403 16.4486991886897      85.02       30.1
  0.000184734 1.5380859375     -9.719      3.573 10.3549645098378      85.02       30.1
  0.000253792 1.54296875     -1.882      2.618 3.22425929478384      85.02       30.1
  0.000348666 1.54296875      6.122      1.568 6.31961296283245      85.02       30.1
  0.000479005 1.5380859375     15.783  -0.224526 15.7845969516068      85.02       30.1
    0.000658 1.54296875     25.219     -0.803 25.2317809518076      85.02       30.1
    0.000904 1.5380859375     35.501     -2.177 35.5676865989342      85.02       30.1
    0.001242 1.5380859375     43.985     -3.778 44.1469535642042      85.02       30.1
    0.001706 1.54296875      52.37     -3.654 52.4973200839814      85.02       30.1
    0.002344 1.5380859375     58.569     -4.513 58.7426159614977      85.02       30.1
    0.003221 1.54296875     65.209     -5.688 65.45660413587      85.02       30.1
    0.004424 1.5380859375     69.284     -4.928 69.4590371370062      85.02       30.1
    0.006078 1.54296875     73.334     -5.334 73.5277302247254      85.02       30.1
    0.008351 1.54296875     75.547     -5.822 75.7710029826714      85.02       30.1
    0.011472 1.54296875     76.573     -5.175 76.7476706747508      85.02       30.1
    0.015761 1.54296875       78.5     -5.231 78.6740958702418      85.02       30.1
    0.021653 1.54296875      79.38     -5.261 79.5541483582095      85.02       30.1
    0.029747 1.54296875     79.562     -5.383 79.7438933900271      85.02       30.1
    0.040867 1.54296875     79.852     -5.706 80.0556077985796      85.02       30.1
    0.056144 1.5380859375     79.357     -5.985 79.5823703718355      85.02       30.1
    0.077132 1.54296875     79.789     -5.104 79.9520815051115      85.02       30.1
    0.105966 1.54296875     80.246     -4.828 80.3911070952503      85.02       30.1
    0.145579 1.54296875     79.502      -6.12 79.7372084036054      85.02       30.1
         0.2 1.54296875     78.995     -6.021 79.2241280545264      85.02       30.1
