          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005  1.6796875    -19.578      1.772 19.6580280801509     250.03      27.01
  2.9639E-005 1.6455078125    -18.665      2.047 18.7769122594744     250.03      27.01
  4.3924E-005 1.6455078125    -19.026      0.862 19.0455170578275     250.03      27.01
  6.5094E-005 1.650390625    -19.489      1.361 19.5364644191317     250.03      27.01
  9.6466E-005 1.650390625     -18.74       1.61 18.809032404672     250.03      27.01
  0.000142958 1.650390625    -18.925      1.298 18.9694604298594     250.03      27.01
  0.000211858 1.6552734375    -17.792      1.882 17.8912601009543     250.03      27.01
  0.000313965 1.6552734375    -16.444   0.459987 16.4504323359652     250.03      27.01
  0.000465283 1.6552734375     -15.69      1.424 15.754487487697     250.03      27.01
     0.00069 1.6552734375    -13.544       1.24 13.600644690602     250.03      27.01
    0.001022 1.6552734375    -11.051      1.105 11.1061075989745     250.03      27.01
    0.001514 1.66015625     -7.307      1.602 7.48055165078084     250.03      27.01
    0.002244 1.66015625     -1.993      1.308 2.38388611305154     250.03      27.01
    0.003326 1.66015625       3.42      1.002 3.56376261835718     250.03      27.01
    0.004929 1.66015625      9.925      1.717 10.0724234422506     250.03      27.01
    0.007304 1.66015625     17.352      0.824 17.3715537589474     250.03      27.01
    0.010824 1.66015625     23.528      1.156 23.5563817255537     250.03      27.01
    0.016041 1.6650390625     29.062      1.441 29.0977030880446     250.03      27.01
    0.023773 1.66015625      33.05       1.37 33.0783826690484     250.03      27.01
     0.03523 1.66015625     34.048      1.055 34.064341018138     250.03      27.01
    0.052209 1.6650390625     37.399      1.071 37.4143320400084     250.03      27.01
    0.077372 1.669921875     39.328      1.253 39.3479553852548     250.03      27.01
    0.114662 1.6650390625     39.503      0.613 39.5077559220971     250.03      27.01
    0.169925 1.6650390625     40.104      0.791 40.111799972078     250.03      27.01
    0.251821 1.669921875     39.488   0.384998 39.489876771902     250.03      27.01
    0.373189 1.669921875     39.021      1.924 39.0684043313775     250.03      27.01
       0.553 1.669921875     39.747   0.385429 39.7488687199276     250.03      27.01
        0.82 1.6748046875     39.308      0.504 39.3112309652089     250.03      27.01
       1.215 1.6748046875     38.702      1.106 38.7178000408081     250.03      27.01
         1.8 1.6845703125     39.249      1.614 39.2821714903848     250.03      27.01
