[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=128
NSC=128
FR=56.147000
GAIN=4.974204
D0=0.05
D1=5.5E-006
D2=1.05E-005
D3=2.5E-005
D4=1E-005
D5=0.00934619462576226
D6=0.001
D7=0.001
D8=0.001
D9=0.075
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1.PC
DATEWR=20.09.2024
TIMEWR=11:41:27
DATESTA=20.09.2024
TIMESTA=11:41:15
DATEEND=20.09.2024
TIMEEND=11:41:27
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0=107.50
_ITC_R1=107.45
_ITC_R2=107.78
_ITC_R3=  0.00
_ITC_R4= -0.05
_ITC_V= 23.47
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.14700000
_FR_SYNT=526.14700000
_TRIMLEV=1.5966796875
_DATE=20.09.2024
_TIME=11:37:27
_ITC_DIR=M35
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] 2*D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
 0.0013762  0.0005415
 0.0014985  0.0011209
 0.0012341  0.0013079
 0.0012459  0.0015739
 0.0006213  0.0013199
 0.0001486  0.0011976
 0.0000953  0.0002185
 0.0003295 -0.0001292
 0.0007583 -0.0007849
 0.0011241 -0.0008596
 0.0016074 -0.0008644
 0.0019498 -0.0006347
 0.0022360 -0.0002467
 0.0022146  0.0005253
 0.0021383  0.0012747
 0.0021532  0.0016437
 0.0019978  0.0023745
 0.0020551  0.0028917
 0.0019965  0.0026244
 0.0020163  0.0023172
 0.0022860  0.0024112
 0.0027491  0.0017188
 0.0027487  0.0017927
 0.0031121  0.0016315
 0.0033055  0.0013655
