          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.728515625     -36.88      5.721 37.3210964603132     104.93      23.16
  2.8141E-005 1.923828125    -36.517      5.383 36.9116238873339     104.93      23.16
  3.9596E-005 1.9189453125    -35.515       5.67 35.9647622680868     104.93      23.16
  5.5714E-005 1.923828125    -34.091      5.369 34.5111929958963     104.93      23.16
  7.8393E-005 1.9189453125    -32.656      5.098 33.0515346088499     104.93      23.16
  0.000110303 1.923828125     -28.78      4.648 29.1529124445569     104.93      23.16
  0.000155202 1.9189453125    -25.462      5.034 25.954856963582     104.93      23.16
  0.000218378 1.9189453125    -20.701      4.135 21.1099414020977     104.93      23.16
  0.000307271 1.9189453125    -14.148      3.174 14.4996613753563     104.93      23.16
  0.000432347 1.9189453125     -5.945      2.313 6.37910605022365     104.93      23.16
    0.000608 1.9189453125      3.237      1.559 3.59286097699313     104.93      23.16
    0.000856 1.9189453125     13.678      1.242 13.7342727510415     104.93      23.16
    0.001204 1.9287109375     25.525  -0.261965 25.526344247879     104.93      23.16
    0.001695 1.9189453125     36.955  -0.313764 36.9563319723115     104.93      23.16
    0.002384 1.9189453125     46.925     -0.824 46.9322341360392     104.93      23.16
    0.003355 1.9189453125     54.403     -1.585 54.4260841325187     104.93      23.16
    0.004721 1.923828125     62.104     -1.441 62.1207155222797     104.93      23.16
    0.006642 1.923828125     67.892     -1.791 67.9156193007176     104.93      23.16
    0.009346 1.9189453125     72.104     -0.721 72.1076047099056     104.93      23.16
    0.013151 1.9287109375     74.789     -0.798 74.7932572161422     104.93      23.16
    0.018504 1.923828125     77.062   -0.32705 77.0626939945815     104.93      23.16
    0.026036 1.923828125     78.621     -1.399 78.6334460773531     104.93      23.16
    0.036634 1.9287109375     79.168     -1.131 79.1760783633542     104.93      23.16
    0.051546 1.923828125     79.582      -1.17 79.5906000982528     104.93      23.16
    0.072528 1.93359375      80.49     -1.721 80.5083967111506     104.93      23.16
     0.10205 1.9287109375     79.981     -1.717 79.9994278104537     104.93      23.16
    0.143591 1.943359375     79.452     -0.783 79.4558581414863     104.93      23.16
     0.20204 1.943359375     79.461  -0.333902 79.4617015394561     104.93      23.16
    0.284282 1.9384765625     80.336     -0.566 80.3379938260846     104.93      23.16
         0.4   1.953125     79.713     -0.965 79.7188408972434     104.93      23.16
