          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005     1.5625    -34.494      8.574 35.5436282897512      94.95      23.51
  2.7476E-005     1.5625    -32.826      7.257 33.6186008780853      94.95      23.51
  3.7748E-005     1.5625     -32.92      8.241 33.9358288686161      94.95      23.51
  5.1859E-005     1.5625    -30.581       7.45 31.4753881787024      94.95      23.51
  7.1245E-005     1.5625    -28.842      7.299 29.7512414026709      94.95      23.51
  9.7878E-005     1.5625    -25.848      5.916 26.516375317905      94.95      23.51
  0.000134467     1.5625    -22.135      5.509 22.8102456365555      94.95      23.51
  0.000184734     1.5625    -16.839      5.998 17.8753440526329      94.95      23.51
  0.000253792     1.5625    -10.762      4.386 11.6214302045833      94.95      23.51
  0.000348666     1.5625     -3.712      3.381 5.02096654041829      94.95      23.51
  0.000479005     1.5625      5.251      2.101 5.65572294229482      94.95      23.51
    0.000658     1.5625     15.419   0.374037 15.4235360626988      94.95      23.51
    0.000904     1.5625      25.43     -1.772 25.4916630293122      94.95      23.51
    0.001242     1.5625     35.539     -3.303 35.6921606238681      94.95      23.51
    0.001706     1.5625      44.64     -4.749 44.8918990576251      94.95      23.51
    0.002344     1.5625     52.784     -6.258 53.1536755079082      94.95      23.51
    0.003221     1.5625     60.449     -6.818 60.8322835754174      94.95      23.51
    0.004424     1.5625     65.096     -7.464 65.5225191212914      94.95      23.51
    0.006078     1.5625     70.292     -7.795 70.7228908416504      94.95      23.51
    0.008351     1.5625      73.78     -8.239 74.2385985926459      94.95      23.51
    0.011472     1.5625     76.598     -8.116 77.0267684639567      94.95      23.51
    0.015761     1.5625     78.378     -8.188 78.8045317732426      94.95      23.51
    0.021653     1.5625     79.808     -8.343 80.2428969629088      94.95      23.51
    0.029747     1.5625     80.159     -8.682 80.6278016877553      94.95      23.51
    0.040867     1.5625     80.095     -7.395 80.4356578266132      94.95      23.51
    0.056144     1.5625     80.088     -8.572 80.5454339363815      94.95      23.51
    0.077132     1.5625     80.027     -8.625 80.4904426251962      94.95      23.51
    0.105966     1.5625     80.643     -8.547 81.0946647936842      94.95      23.51
    0.145579 1.5673828125     80.558     -8.744 81.0311600558699      94.95      23.51
         0.2     1.5625     80.073     -9.377 80.6201802156259      94.95      23.51
