[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=128
NSC=128
FR=56.160000
GAIN=4.974204
D0=0.05
D1=6E-006
D2=1.2E-005
D3=2.5E-005
D4=1E-005
D5=0.400000000000023
D6=0.001
D7=0.001
D8=0.001
D9=0.2
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1.PC
DATEWR=17.09.2024
TIMEWR=21:18:41
DATESTA=17.09.2024
TIMESTA=21:17:24
DATEEND=17.09.2024
TIMEEND=21:18:41
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0=180.00
_ITC_R1=179.98
_ITC_R2=180.31
_ITC_R3=  0.00
_ITC_R4= -0.02
_ITC_V= 23.38
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.16000000
_FR_SYNT=526.16000000
_TRIMLEV=1.787109375
_DATE=17.09.2024
_TIME=21:01:50
_ITC_DIR=M35
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] 2*D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
-0.0003124  0.0013893
-0.0001408  0.0008532
 0.0001632  0.0007010
 0.0005096  0.0008738
 0.0003566  0.0003994
 0.0006658  0.0005512
 0.0004216  0.0005710
 0.0003906  0.0006440
 0.0002032  0.0006392
 0.0000737  0.0004849
 0.0000587 -0.0002285
 0.0000055 -0.0003872
-0.0001871 -0.0012690
-0.0001467 -0.0019041
-0.0002432 -0.0027298
-0.0000551 -0.0033221
 0.0000745 -0.0040302
 0.0000264 -0.0041643
 0.0003284 -0.0042220
 0.0004171 -0.0038158
 0.0005645 -0.0038958
 0.0008685 -0.0035336
 0.0007126 -0.0037262
 0.0007308 -0.0035381
 0.0007102 -0.0038672
 0.0009169 -0.0039289
 0.0009960 -0.0038381
 0.0011248 -0.0038632
 0.0012593 -0.0039605
 0.0014478 -0.0036577
 0.0013497 -0.0034651
 0.0017687 -0.0029984
 0.0017902 -0.0033205
 0.0015435 -0.0035862
 0.0015624 -0.0037202
 0.0017159 -0.0039508
