          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5869140625    -34.789      6.324 35.3591218358149     119.98      24.21
  2.8537E-005 1.5576171875    -34.116      5.697 34.5883978380034     119.98      24.21
  4.0719E-005 1.5576171875     -34.17      6.887 34.8571322543895     119.98      24.21
  5.8101E-005 1.5576171875    -32.561      6.119 33.130965606212     119.98      24.21
  8.2902E-005     1.5625    -31.084      6.287 31.7134265729832     119.98      24.21
  0.00011829     1.5625    -28.492      5.378 28.9951193824064     119.98      24.21
  0.000168784     1.5625    -26.411      5.146 26.9076613067728     119.98      24.21
  0.000240832     1.5625    -22.077      4.975 22.630610994845     119.98      24.21
  0.000343635     1.5625    -16.567      3.879 17.0150559799255     119.98      24.21
  0.000490322 1.5673828125    -10.396      3.657 11.0204566602296     119.98      24.21
      0.0007 1.5673828125     -0.969      2.616 2.78969837079208     119.98      24.21
    0.000998 1.5673828125      8.073      1.474 8.20646117397749     119.98      24.21
    0.001424 1.5673828125     19.588  -0.464455 19.5935056191337     119.98      24.21
    0.002032 1.5673828125     30.632      -1.62 30.6748076440587     119.98      24.21
      0.0029 1.5673828125      41.66     -2.546 41.737725333324     119.98      24.21
    0.004138 1.5673828125     50.773     -2.845 50.8526454965718     119.98      24.21
    0.005904 1.5576171875     58.051     -2.967 58.1267725751224     119.98      24.21
    0.008425 1.5576171875     63.205     -4.116 63.3388781160513     119.98      24.21
    0.012021 1.5478515625     67.466     -4.299 67.6028295043928     119.98      24.21
    0.017152 1.5380859375       69.9     -3.906 70.0090482437806     119.98      24.21
    0.024474 1.5380859375     71.447     -4.292 71.5757994925659     119.98      24.21
    0.034921 1.5576171875     73.655     -3.793 73.7525990999639     119.98      24.21
    0.049827 1.5576171875     74.629     -4.595 74.7703261060161     119.98      24.21
    0.071097 1.5576171875     74.089      -4.51 74.2261410892416     119.98      24.21
    0.101446 1.552734375     73.956     -4.467 74.0907823214197     119.98      24.21
     0.14475 1.5478515625     74.632     -3.969 74.7374630623759     119.98      24.21
    0.206538 1.5673828125     73.917     -3.242 73.9880629088233     119.98      24.21
    0.294703     1.5625     74.253     -3.515 74.3361502500634     119.98      24.21
    0.420502     1.5625     74.328       -3.7 74.4200348293388     119.98      24.21
         0.6 1.58203125     74.203     -3.687 74.2945433931726     119.98      24.21
