          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 6.103515625      8.935      -2.23 9.20907840122995     145.02      26.09
  2.7476E-005 6.11328125      8.441     -1.722 8.61485722458591     145.01      26.13
  3.7748E-005 6.0986328125      8.721      -2.22 8.99912445741251     145.03      25.98
  5.1859E-005 6.1083984375      8.394     -1.932 8.61346968416329     144.96          0
  7.1245E-005 6.11328125      8.082     -2.033 8.33377543493944     144.98      26.17
  9.7878E-005 6.123046875      7.423     -2.002 7.68823341216953     144.98      26.27
  0.000134467 6.1279296875      7.082     -1.782 7.30275619201408     145.02      26.07
  0.000184734 6.1279296875      6.232      -1.71 6.46234663260955     145.07      25.82
  0.000253792  6.1328125      5.537     -1.256 5.67766721462257        145      26.09
  0.000348666  6.1328125      4.232     -0.971 4.34196556872576     144.99      26.11
  0.000479005 6.1669921875      2.337     -0.675 2.43252831432647     145.02      25.95
    0.000658 6.15234375      0.709  -0.183245 0.732297569315234        145      26.04
    0.000904 6.15234375     -1.805   0.433806 1.85639776062028     144.96      26.14
    0.001242 6.15234375     -4.946      1.495 5.16700503193097        145         26
    0.001706 6.15234375     -8.595      2.123 8.85331316513767     145.02      25.99
    0.002344 6.142578125    -13.037      3.053 13.3897041789578     144.97       26.2
    0.003221 6.15234375    -17.947       4.44 18.4880612558483     144.96      26.25
    0.004424 6.1572265625    -22.704      5.654 23.3974214818642        145      26.04
    0.006078 6.1572265625    -27.385      6.745 28.2034262103029     145.09       25.7
    0.008351 6.15234375    -32.251      8.362 33.3174135400694     144.96      26.18
    0.011472 6.1279296875    -36.707      9.065 37.8097616231576     145.04      25.86
    0.015761 6.1474609375    -40.694      9.529 41.7947781068401     145.02      25.94
    0.021653 6.1474609375    -43.978      9.978 45.0957311505202     144.98      26.08
    0.029747 6.142578125     -46.13     10.352 47.2772757675397     144.99      26.12
    0.040867 6.1669921875    -47.348     10.633 48.5272479438099     144.96      26.19
    0.056144 6.1572265625    -47.998     10.853 49.2097105559462      144.9      26.35
    0.077132 6.1669921875    -47.845     11.363 49.1758253006495     144.98      25.99
    0.105966 6.142578125    -47.747     11.484 49.1086373767385     145.04      25.81
    0.145579 6.1474609375    -48.076     11.386 49.4058981499173     144.99      26.03
         0.2  6.1328125    -47.631     11.019 48.8889611466638        145         26
