          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5576171875    -17.429    -43.482 46.8450036289891     114.98       26.9
  2.7476E-005 1.5576171875    -18.624    -42.107 46.0418594867757     114.98       26.9
  3.7748E-005 1.5576171875    -17.948    -41.914 45.5951104834718     114.98       26.9
  5.1859E-005 1.572265625    -17.271    -40.886 44.3841462348889     114.98       26.9
  7.1245E-005     1.5625    -16.186    -38.936 42.1663217746106     114.98       26.9
  9.7878E-005 1.5771484375    -16.479     -36.58 40.1204915348753     114.98       26.9
  0.000134467 1.5673828125    -13.845    -32.775 35.5792727581664     114.98       26.9
  0.000184734 1.572265625    -12.167    -27.738 30.2891487665137     114.98       26.9
  0.000253792     1.5625    -11.149    -21.108 23.8714864430349     114.98       26.9
  0.000348666     1.5625    -10.349    -15.819 18.9035066059184     114.98       26.9
  0.000479005 1.8115234375     -3.492     -1.848 3.95084396047224     114.98       26.9
    0.000658 1.6455078125   0.009891      6.758 6.75800723822348     114.98       26.9
    0.000904 1.6455078125      4.012     19.905 20.3052990374434     114.98       26.9
    0.001242 1.6064453125          7     33.125 33.856544788268     114.98       26.9
    0.001706 1.591796875     11.098     43.987 45.3654248629945     114.98       26.9
    0.002344 1.572265625     16.603     57.129 59.4927075363023     114.98       26.9
    0.003221     1.5625     18.957     64.951 67.6609211435966     114.98       26.9
    0.004424 1.5576171875     21.141     72.967 75.9679206639223     114.98       26.9
    0.006078     1.5625     23.794     80.137 83.594815658628     114.98       26.9
    0.008351     1.5625     23.352     84.715 87.8746102637161     114.98       26.9
    0.011472 1.5673828125     28.064     89.143 93.4562065622182     114.98       26.9
    0.015761     1.5625     27.076      93.47 97.3126439677805     114.98       26.9
    0.021653     1.5625     28.021     94.914 98.9638511629373     114.98       26.9
    0.029747 1.5576171875     27.894     96.977 100.908937983709     114.98       26.9
    0.040867 1.5478515625     28.664     97.248 101.384409057803     114.98       26.9
    0.056144 1.5478515625     28.156     96.932 100.938461252389     114.98       26.9
    0.077132 1.5478515625     28.641     97.007 101.146749478172     114.98       26.9
    0.105966 1.54296875     28.187     97.571 101.560853728196     114.98       26.9
    0.145579 1.58203125     27.854     97.259 101.168959651664     114.98       26.9
         0.2 1.572265625     28.567     98.637 102.690463325471     114.98       26.9
