          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 4.638671875     10.511      -6.91 12.5789197071927     130.03      25.31
  2.7476E-005 4.6826171875     10.362     -6.924 12.4624564191816     130.02      25.26
  3.7748E-005 4.6826171875     10.139     -6.692 12.1483408332167     130.04          0
  5.1859E-005 4.6728515625      9.881     -6.589 11.8764086322423     130.04      25.14
  7.1245E-005 4.658203125      9.648     -6.436 11.5976721802265     130.01      25.27
  9.7878E-005 4.697265625      8.913     -5.822 10.6459970411418     129.97          0
  0.000134467 4.6826171875      8.479     -5.492 10.1022524716026     130.04      25.14
  0.000184734 4.677734375      7.514     -4.913 8.97762579973124     130.02          0
  0.000253792 4.521484375      7.127     -4.671 8.52128922170818     129.99      25.37
  0.000348666    4.53125      4.944     -3.288 5.93751463156092     130.04      25.18
  0.000479005 4.6630859375      2.562     -1.601 3.02109996524445        130       25.2
    0.000658 4.6826171875  -0.295405      0.609 0.676864176940248     129.97      25.35
    0.000904 4.7607421875     -3.484      2.486 4.28000607476204     130.04       25.1
    0.001242 4.7607421875     -7.189      4.809 8.64917348652459        130          0
    0.001706 4.7705078125    -11.319      7.483 13.5689001028086     130.01      25.25
    0.002344 4.78515625     -16.47     10.924 19.7634682179014     130.04      25.13
    0.003221   4.765625    -21.111     13.683 25.1574801997338     130.03      25.08
    0.004424 4.814453125     -26.06     17.146 31.1946937154382     130.01       25.2
    0.006078 4.74609375    -30.678     20.036 36.6412469765973     130.02          0
    0.008351 4.736328125    -34.452     22.634 41.2218177668089     130.03      25.11
    0.011472 4.736328125    -38.302     24.651 45.5490395617734     130.01       25.2
    0.015761 4.7509765625    -41.825      25.73 49.1056363872825     130.01          0
    0.021653 4.7509765625     -44.48     26.908 51.9856794126998     129.97      25.32
    0.029747 4.7314453125    -46.125     27.884 53.8983587969059     130.05          0
    0.040867 4.7314453125    -47.082     27.855 54.7048055384534        130      25.23
    0.056144 4.7607421875    -47.838       27.5 55.1790199623009     129.96      25.36
    0.077132 4.7509765625    -48.246     27.691 55.6279425918306        130      25.23
    0.105966 4.755859375    -48.555     27.707 55.9040774362658     129.95      25.35
    0.145579 4.78515625    -47.983     28.005 55.5576125656962     129.98      25.38
         0.2 4.7119140625    -47.492     27.895 55.078317775691     129.99      25.22
