[PARAMETERS]
DW=1E-007
TAU=6E-005
TD=4096
BS=4096
NS=256
NSC=256
FR=56.120000
GAIN=4.974204
D0=0.05
D1=5E-006
D2=1E-005
D3=2.5E-005
D4=1E-005
D5=5E-005
D6=0.001
D7=0.001
D8=0.001
D9=0.05
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_TWO_T2.PC
DATEWR=27.09.2024
TIMEWR=14:05:50
DATESTA=27.09.2024
TIMESTA=14:05:33
DATEEND=27.09.2024
TIMEEND=14:05:50
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0= 70.00
_ITC_R1= 70.01
_ITC_R2= 70.67
_ITC_R3=  0.00
_ITC_R4=  0.01
_ITC_V=  9.99
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.12000000
_FR_SYNT=526.12000000
_TRIMLEV=1.66015625
_DATE=27.09.2024
_TIME=14:04:44
[PPFILE]
; pi/2 - pi


DELAY D9
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] 2*D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY 1m
STOP

;PHL 1 [+X] [+X] [+Y] [+Y] [-X] [-X] [-Y] [-Y]
;PHL 2 [+Y] [-Y] [-X] [+X] [-Y] [+Y] [+X] [-X]
;!RLS +X+X+Y+Y-X-X-Y-Y

PHL 1 [+X] [+X] [-X] [-X] [+Y] [+Y] [-Y] [-Y] [+X] [+X] [-X] [-X] [+Y] [+Y] [-Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
!RLS +X+X-X-X+Y+Y-Y-Y-X-X+X+X-Y-Y+Y+Y
[DATA]
 0.0002106 -0.0001165
 0.0000208 -0.0000192
 0.0000476 -0.0000472
-0.0001334  0.0000749
-0.0002582 -0.0000210
-0.0001355 -0.0000095
-0.0001708 -0.0000969
-0.0001815 -0.0001258
-0.0000852 -0.0001052
-0.0000860  0.0000870
 0.0000214 -0.0003545
-0.0001145 -0.0000765
-0.0001159 -0.0003159
-0.0002093 -0.0002394
-0.0000099 -0.0002202
 0.0000474  0.0000406
-0.0002285  0.0000767
-0.0000319 -0.0001322
-0.0001338  0.0000470
-0.0002681 -0.0002200
-0.0003244 -0.0002215
-0.0000959 -0.0003048
-0.0002011 -0.0001252
-0.0002009 -0.0000127
-0.0000167 -0.0000779
 0.0000404 -0.0000493
-0.0000085 -0.0001256
-0.0000561  0.0000293
-0.0000957 -0.0000478
-0.0000868 -0.0000297
-0.0001637 -0.0000291
 0.0000382  0.0001827
-0.0000866  0.0000380
-0.0000656  0.0000010
-0.0000303 -0.0001332
-0.0003355  0.0000654
-0.0002889 -0.0000208
 0.0000939  0.0002112
-0.0001641  0.0000848
-0.0001431 -0.0000600
-0.0001250  0.0001912
-0.0000202  0.0000384
-0.0001538  0.0000846
-0.0000868 -0.0000196
-0.0001544  0.0003056
-0.0000279  0.0000099
-0.0000973  0.0001724
-0.0001268  0.0002477
 0.0000252 -0.0000470
-0.0001452  0.0002957
-0.0001163  0.0000081
-0.0000581  0.0001136
-0.0000018  0.0001054
 0.0000559  0.0003056
-0.0000117  0.0001518
 0.0000654  0.0001353
-0.0001155  0.0002093
-0.0000571 -0.0000482
-0.0002013  0.0001340
 0.0000287  0.0000850
-0.0002414  0.0001336
-0.0000380  0.0000569
 0.0000460  0.0001619
-0.0001639  0.0000947
-0.0000759  0.0002202
 0.0000171  0.0002017
 0.0000664  0.0002582
-0.0001371  0.0001338
 0.0000452  0.0002267
-0.0001090  0.0004031
-0.0001054  0.0001132
-0.0000091  0.0001054
 0.0000377 -0.0000785
 0.0001250  0.0001225
-0.0001542 -0.0000222
-0.0000089  0.0000945
 0.0000291  0.0001139
