          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 2.5146484375     -3.975     -19.76 20.155848406852     185.05      22.77
  2.8141E-005 2.509765625     -3.368    -20.548 20.8221931601837     185.04      22.75
  3.9596E-005 2.509765625     -3.451    -19.813 20.1112995601975     184.97      23.07
  5.5714E-005 2.5146484375     -3.429    -19.424 19.7243457939674     185.03      22.85
  7.8393E-005 2.51953125     -3.946    -19.685 20.0766068099169     184.98         23
  0.000110303 2.5244140625     -3.756    -19.308 19.6699364513463     185.03      22.81
  0.000155202 2.5341796875     -3.731    -17.749 18.1369060757341     185.01          0
  0.000218378 2.5341796875     -4.151    -17.986 18.4587918618744     184.94      23.12
  0.000307271 2.5439453125     -3.246    -15.814 16.1437019298549     184.99      22.92
  0.000432347 2.5439453125     -3.155    -14.838 15.1697155213933     185.03      22.72
    0.000608 2.5439453125     -2.255    -12.021 12.2306772502589        185      22.88
    0.000856 2.548828125     -1.991     -8.972 9.1902592455273     185.03      22.71
    0.001204 2.548828125     -1.223     -5.904 6.02934034534459     185.05      22.65
    0.001695 2.5537109375      -0.75     -1.556 1.72732046823975     185.02      22.75
    0.002384 2.55859375      0.507      4.378 4.40725912557907     184.97      22.92
    0.003355 2.5634765625      1.719     11.766 11.8909090064637     185.02      22.76
    0.004721 2.568359375      3.627     18.361 18.7158074899268     185.05      22.62
    0.006642 2.568359375      3.863     25.454 25.7454633867794     184.98      22.89
    0.009346 2.5732421875      4.783     32.276 32.6284732250836     185.01      22.77
    0.013151 2.5830078125      5.917     39.649 40.08807915079     184.98      22.82
    0.018504 2.5830078125      6.706     45.335 45.8282954188785     185.06      22.55
    0.026036 2.587890625      7.201     50.466 50.977167016224     185.01      22.77
    0.036634 2.5927734375      7.714     54.013 54.5610663843734     185.02      22.66
    0.051546 2.59765625      8.567     57.155 57.7934902389534        185      22.73
    0.072528 2.59765625      8.888     57.837 58.5159389653793     184.95      22.88
     0.10205 2.6025390625      9.188     58.378 59.0966177373968     185.04      22.58
    0.143591 2.607421875      8.897     58.168 58.8444800554818     184.96      22.86
     0.20204 2.607421875      8.166     57.649 58.2244858886706     184.96      22.86
    0.284282 2.6123046875       8.47     58.181 58.7942995621174     184.98      22.78
         0.4  2.6171875      8.754     57.609 58.2703131706017     185.03      22.58
