          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5576171875     -7.647    -36.893 37.6771821929401     199.97      22.86
  2.8141E-005 1.5576171875     -5.335    -36.842 37.2262701462287        200      22.77
  3.9596E-005 1.5576171875     -5.727    -35.295 35.7566155277593     200.03       22.7
  5.5714E-005 1.5576171875     -7.112    -34.491 35.2166100725212     199.98      22.88
  7.8393E-005 1.5576171875     -6.811    -35.276 35.9275089172628     200.02      22.72
  0.000110303 1.5576171875     -5.525     -33.58 34.0314857888985     199.99       22.8
  0.000155202 1.5576171875     -7.453    -32.857 33.691685294743     200.04      22.65
  0.000218378 1.552734375     -4.686    -31.286 31.6349868341999     200.01      22.74
  0.000307271 1.552734375     -6.706    -30.096 30.834066420114     200.01      22.78
  0.000432347 1.5576171875     -3.424    -25.963 26.1878052726837     200.02          0
    0.000608 1.5576171875     -2.929    -23.092 23.2770166688087     200.02      22.76
    0.000856 1.5576171875     -1.419    -17.779 17.8355376145492     199.97      22.93
    0.001204 1.5576171875   0.220085    -12.023 12.0250141957182     200.03       22.7
    0.001695 1.552734375      1.904     -3.125 3.65934980563488     199.96      22.93
    0.002384 1.5576171875       4.85      5.265 7.15840240556509     200.08      22.48
    0.003355 1.5576171875      6.424     15.327 16.6188057633513     199.97      22.95
    0.004721 1.552734375       9.52     25.579 27.2931427468513     200.01      22.78
    0.006642 1.552734375     12.137     36.539 38.5020167004275     199.96      22.97
    0.009346 1.5576171875     14.727     45.964 48.2656588580328     200.04      22.67
    0.013151 1.552734375     15.766     51.547 53.9041739107465     200.01      22.78
    0.018504 1.5576171875     16.563     57.601 59.9350329106442     199.99       22.9
    0.026036 1.5576171875     19.098     63.585 66.3911577621599     200.03      22.75
    0.036634 1.552734375      19.26     64.768 67.5710102336794        200      22.83
    0.051546 1.5576171875     19.721     68.532 71.3130623728921        200       22.8
    0.072528 1.552734375     20.049     68.263 71.1463250632104        200      22.83
     0.10205 1.552734375     22.359     67.579 71.1817822339396     200.02      22.77
    0.143591 1.552734375     19.684     70.561 73.25513345152        200      22.84
     0.20204 1.552734375     20.388     67.023 70.0553572041425     199.99      22.82
    0.284282 1.552734375     20.971     67.496 70.6788006194219     200.01       22.8
         0.4 1.552734375     21.485     68.046 71.3572935375214     199.98      22.87
