          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 3.6669921875     10.414     -9.348 13.9941594960183        120       24.8
  2.7476E-005 3.6962890625     10.041     -9.145 13.5813366794289     120.04      24.62
  3.7748E-005 3.65234375     10.015     -8.874 13.3808856582814     120.02          0
  5.1859E-005 3.681640625      9.598     -8.749 12.9871707850478     119.96      24.89
  7.1245E-005 3.4716796875      9.174     -8.126 12.2553723729636     119.97      24.86
  9.7878E-005   3.671875      8.628     -7.317 11.3128631654414     119.96      24.91
  0.000134467 3.6962890625      7.706     -6.749 10.243604687804     120.01      24.72
  0.000184734 3.69140625      6.436     -5.765 8.64044680557667     119.93      25.05
  0.000253792 3.642578125      5.134     -4.459 6.80004683807398     119.98      24.86
  0.000348666  3.7109375      3.471     -2.895 4.51983030654913     119.95      25.02
  0.000479005 3.6962890625      1.042     -0.914 1.38605916179649     120.01      24.83
    0.000658 3.6962890625     -1.874      2.096 2.81159954474317     120.06      24.62
    0.000904 3.6474609375     -5.506       5.16 7.54596819500321     120.02      24.76
    0.001242 3.69140625     -9.637      8.556 12.8870828739479     119.94      25.03
    0.001706 3.7060546875     -13.86     12.543 18.692951853573     120.01          0
    0.002344 3.720703125     -19.88     17.597 26.5493655103093        120      24.73
    0.003221 3.7353515625     -24.31     21.118 32.2016462933186     119.96          0
    0.004424 3.5986328125    -29.113     25.459 38.674635744891     119.98      24.75
    0.006078 3.6962890625    -33.233     28.404 43.7174965545833        120      24.73
    0.008351  3.7109375    -38.446     33.199 50.7963435396683     120.02      24.66
    0.011472 3.7060546875    -41.072     35.331 54.1773822272727     119.96      24.83
    0.015761 3.662109375    -43.339     37.019 56.9971515253175     120.07      24.42
    0.021653 3.7060546875    -44.168     37.315 57.8205970999954     119.96      24.84
    0.029747 3.69140625    -44.737     38.258 58.8648769046534     120.02          0
    0.040867 3.6962890625    -45.266     38.549 59.4561700498779     120.05      24.54
    0.056144 3.6962890625    -45.762     39.537 60.475904400017     120.02      24.59
    0.077132 3.720703125    -45.666     38.721 59.8723592068995     119.96      24.88
    0.105966 3.7353515625    -45.354     38.637 59.5802239421773     120.02      24.71
    0.145579  3.7109375    -45.295     38.821 59.654899765233     120.03      24.59
         0.2 3.701171875    -45.393     38.834 59.7377937741259     120.06      24.45
