          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.533203125    -25.986    -63.879 68.9623001139028      79.89      24.36
  2.7476E-005 1.5380859375    -25.287    -62.481 67.4040631564596      79.89      24.36
  3.7748E-005 1.54296875    -23.848    -57.156 61.9316997990528      79.89      24.36
  5.1859E-005 1.5380859375     -22.85    -52.532 57.2864165749613      79.89      24.36
  7.1245E-005 1.54296875    -18.672    -44.404 48.170102760945      79.89      24.36
  9.7878E-005 1.54296875    -15.852    -35.439 38.8227848691976      79.89      24.36
  0.000134467 1.54296875    -12.621    -24.816 27.8410397973926      79.89      24.36
  0.000184734 1.54296875     -8.549    -11.757 14.5365900403086      79.89      24.36
  0.000253792 1.54296875       -2.2      3.903 4.48033581330686      79.89      24.36
  0.000348666 1.5380859375      4.505      21.97 22.4271247599865      79.89      24.36
  0.000479005 1.54296875     11.714      41.39 43.0156936012893      79.89      24.36
    0.000658 1.5380859375     18.071     61.933 64.5155603711229      79.89      24.36
    0.000904 1.54296875     22.597     79.876 83.0108413702692      79.89      24.36
    0.001242 1.54296875     30.341     98.305 102.880752845224      79.89      24.36
    0.001706 1.54296875     33.726    112.678 117.617068319186      79.89      24.36
    0.002344 1.5380859375     37.963    124.839 130.483582453886      79.89      24.36
    0.003221 1.54296875     40.151    135.935 141.740703490564      79.89      24.36
    0.004424 1.54296875     43.344    144.404 150.768755224682      79.89      24.36
    0.006078 1.54296875     43.785    150.533 156.771522650002      79.89      24.36
    0.008351 1.5380859375      43.74    155.888 161.908171949411      79.89      24.36
    0.011472 1.54296875     46.863    157.995 164.798546091888      79.89      24.36
    0.015761 1.54296875     44.853    159.692 165.871415478979      79.89      24.36
    0.021653 1.5380859375     45.574    161.143 167.463595820107      79.89      24.36
    0.029747 1.5380859375     46.386    160.988 167.537449962687      79.89      24.36
    0.040867 1.5380859375     44.633     161.88 167.920335543376      79.89      24.36
    0.056144 1.5380859375     45.306    161.312 167.553558541739      79.89      24.36
    0.077132 1.5380859375     47.362    162.126 168.902335448625      79.89      24.36
    0.105966 1.5380859375     46.091     161.09 167.55407599041      79.89      24.36
    0.145579 1.5380859375     46.369    161.208 167.744160628619      79.89      24.36
         0.2 1.54296875      45.62      161.2 167.530965495935      79.89      24.36
