          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5283203125    -19.129      3.548 19.4552549456439     270.01      28.77
  2.9747E-005 1.5283203125    -18.961      2.929 19.1858948709723     270.01      28.77
  4.4244E-005 1.5283203125    -19.227      2.256 19.3589014409393     270.01      28.77
  6.5807E-005 1.5283203125    -18.735      2.503 18.90146116045     270.01      28.77
  9.7878E-005 1.5283203125    -19.576      2.233 19.7029455919667     270.01      28.77
  0.000145579 1.5283203125    -17.817      1.991 17.9278992076596     270.01      28.77
  0.000216527 1.5283203125    -17.074      1.854 17.1743643841628     270.01      28.77
  0.000322052 1.5283203125    -16.446      2.221 16.5952932182592     270.01      28.77
  0.000479005 1.5283203125    -15.292      1.771 15.3942101128963     270.01      28.77
    0.000712 1.5283203125     -13.18      2.691 13.451909938741     270.01      28.77
     0.00106 1.5283203125    -10.646      2.191 10.8691212616292     270.01      28.77
    0.001576 1.5283203125     -7.582      1.308 7.69399688068562     270.01      28.77
    0.002344 1.5283203125     -2.951      1.538 3.32773872171479     270.01      28.77
    0.003487 1.5283203125      1.838      1.102 2.14304642973502     270.01      28.77
    0.005186  1.5234375      8.116   0.065903 8.11626756615435     270.01      28.77
    0.007713  1.5234375     15.663     -0.824 15.6846595436433     270.01      28.77
    0.011472  1.5234375     21.756     -0.527 21.7623818779103     270.01      28.77
    0.017063  1.5234375     27.144     -1.212 27.1710448823743     270.01      28.77
    0.025379  1.5234375     31.098     -1.634 31.1408985098375     270.01      28.77
    0.037748  1.5234375     34.174     -1.746 34.2185737867609     270.01      28.77
    0.056144  1.5234375     35.603     -1.811 35.6490298605726     270.01      28.77
    0.083506 1.5185546875      36.99     -1.426 37.0174766292896     270.01      28.77
    0.124203 1.5185546875     38.505      -1.96 38.5548521589696     270.01      28.77
    0.184734 1.5185546875     38.206      -1.37 38.2305550051265     270.01      28.77
    0.274765 1.5185546875     37.881     -1.921 37.9296770616361     270.01      28.77
    0.408672 1.5185546875     38.622     -1.243 38.6419970110242     270.01      28.77
       0.608 1.513671875     38.292     -2.464 38.371194404136     270.01      28.77
       0.904 1.5185546875      37.41     -1.185 37.4287633378395     270.01      28.77
       1.345 1.5185546875     38.203     -0.745 38.2102634641532     270.01      28.77
           2 1.5185546875     37.728      -1.58 37.7610696882384     270.01      28.77
