          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 5.6494140625      9.322     -3.509 9.96056047619811     139.98      25.98
  2.7476E-005 5.64453125      9.085     -3.288 9.66168561897974     140.02      25.84
  3.7748E-005 5.654296875      9.307     -3.051 9.79432743990112     140.07      25.65
  5.1859E-005 5.6982421875      8.706     -3.057 9.2271168302997     139.97         26
  7.1245E-005 5.6689453125       8.62     -3.036 9.13902051644486     140.06      25.67
  9.7878E-005 5.6884765625      7.894     -3.028 8.45482229263277     140.06      25.58
  0.000134467 5.693359375      7.314     -2.623 7.77011743797994     139.97      25.95
  0.000184734 5.6982421875      6.535     -2.245 6.90986613473807     140.02      25.73
  0.000253792 5.6982421875       5.58     -2.015 5.93267435479144     139.93      26.07
  0.000348666 5.7080078125      4.411     -1.402 4.62844736385756     139.98      25.93
  0.000479005 5.712890625      2.445     -0.761 2.56069248446587     140.02      25.95
    0.000658   5.703125   0.497411   0.198214 0.535449804105856     140.04      25.68
    0.000904 5.7177734375     -2.304      0.975 2.50180754655509     140.04      25.65
    0.001242 5.712890625     -5.624      2.123 6.01136465372048     140.01      25.72
    0.001706 5.6982421875      -9.73      3.632 10.3857750794055     139.99      25.79
    0.002344 5.7080078125    -14.473      5.159 15.364993003578     139.97      25.83
    0.003221 5.712890625      -19.3      6.668 20.4194080227611     139.96      25.92
    0.004424 5.7373046875    -24.494      8.286 25.8575681764546     139.98          0
    0.006078 5.7080078125    -29.502      9.651 31.0404543297936     140.03      25.65
    0.008351 5.72265625    -34.618     11.546 36.4926847463981     139.95      25.93
    0.011472 5.72265625    -38.999     12.634 40.9943893356152     139.96      25.91
    0.015761 5.712890625    -42.459     14.341 44.8155214406795     139.99      25.84
    0.021653 5.68359375    -45.025     15.823 47.7243957950229     139.97          0
    0.029747   5.703125    -47.099     15.775 49.6705790785652     140.02      25.68
    0.040867   5.703125    -48.299      15.79 50.8145402517823     140.02      25.62
    0.056144   5.703125    -48.866     15.697 51.3252546510974     140.01      25.69
    0.077132 5.7080078125    -49.223     16.172 51.8115557863301     139.99      25.83
    0.105966 5.732421875    -48.671     16.622 51.4310910345095     140.07      25.49
    0.145579   5.703125    -48.559     16.763 51.3709514219856     139.95          0
         0.2 5.712890625    -48.896     16.064 51.4671828644234     139.98      25.82
