          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5869140625      -4.95    -34.345 34.6998778816295     179.97      27.19
  2.8822E-005 3.056640625     -5.149     -35.14 35.5152333654166     179.97      27.19
  4.1535E-005 3.0322265625     -4.003    -33.078 33.319335122418     179.97      27.19
  5.9856E-005 3.0419921875     -2.602    -31.533 31.6401721392283     179.97      27.19
  8.6258E-005 3.0419921875     -3.927     -31.41 31.6545325190564     179.97      27.19
  0.000124305 3.0517578125     -3.455    -32.116 32.301307728945     179.97      27.19
  0.000179135 3.0517578125     -4.491    -28.354 28.7074623922074     179.97      27.19
  0.00025815 3.0615234375     -4.259    -26.942 27.2765548594393     179.97      27.19
  0.000372018 3.0615234375     -2.946    -23.476 23.66012451362     179.97      27.19
    0.000536 3.06640625      -4.07    -19.847 20.2600174975245     179.97      27.19
    0.000773 3.06640625     -3.624    -16.382 16.7780600785669     179.97      27.19
    0.001113 3.06640625     -4.551     -7.925 9.1387759574245     179.97      27.19
    0.001604 3.0810546875   -0.13981      0.651 0.665843702455764     179.97      27.19
    0.002312  3.0859375     -0.721     12.783 12.8033171483018     179.97      27.19
    0.003332 3.0908203125  -0.065388     22.351 22.351095646311     179.97      27.19
    0.004802 3.095703125      1.737     34.642 34.6855205092846     179.97      27.19
     0.00692 3.076171875      1.938     44.804 44.8458945724132     179.97      27.19
    0.009972 3.076171875      1.855     54.296 54.3276784061311     179.97      27.19
    0.014371 3.0810546875      2.417     60.503 60.5512584344867     179.97      27.19
     0.02071  3.0859375      3.562     65.699 65.7954895490565     179.97      27.19
    0.029845 3.0908203125      3.495     71.772 71.8570456461995     179.97      27.19
    0.043009 3.095703125      1.854     73.675 73.6983238683215     179.97      27.19
    0.061979 3.095703125      3.048     76.791 76.8514670321914     179.97      27.19
    0.089318 3.1005859375      4.495     76.897 77.0282651628608     179.97      27.19
    0.128716 3.1005859375      2.578     79.059 79.1010212639508     179.97      27.19
    0.185491 3.10546875      2.783     77.181 77.2311585436862     179.97      27.19
     0.26731 3.1103515625      1.916     77.613 77.6366461472931     179.97      27.19
    0.385218 3.115234375       1.01     77.521 77.5275792282978     179.97      27.19
       0.555 3.1201171875   0.408709     77.139 77.140082732952     179.97      27.19
         0.8 3.134765625  -0.492913      77.53 77.5315668823065     179.97      27.19
