[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=128
NSC=128
FR=56.130000
GAIN=4.974204
D0=0.05
D1=7E-006
D2=1.2E-005
D3=2.5E-005
D4=1E-005
D5=0.180579002461473
D6=0.001
D7=0.001
D8=0.001
D9=0.05
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1_solid.PC
DATEWR=12.09.2024
TIMEWR=17:39:34
DATESTA=12.09.2024
TIMESTA=17:39:04
DATEEND=12.09.2024
TIMEEND=17:39:34
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0= 95.00
_ITC_R1= 90.06
_ITC_R2= 90.47
_ITC_R3=  0.00
_ITC_R4= -4.94
_ITC_V= 34.69
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.13000000
_FR_SYNT=526.13000000
_TRIMLEV=1.689453125
_DATE=12.09.2024
_TIME=17:22:45
_ITC_DIR=M35
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] 
[-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
 0.0009606 -0.0039833
 0.0008544 -0.0042211
 0.0008443 -0.0040183
 0.0007227 -0.0033578
 0.0002027 -0.0026064
 0.0000307 -0.0023318
-0.0004086 -0.0018340
-0.0007857 -0.0017060
-0.0009689 -0.0027408
-0.0011901 -0.0038128
-0.0009366 -0.0053898
-0.0002796 -0.0067056
 0.0006994 -0.0082007
 0.0021517 -0.0088297
 0.0037574 -0.0091317
 0.0046908 -0.0089027
 0.0055879 -0.0081695
 0.0060098 -0.0073628
 0.0057846 -0.0065590
 0.0050025 -0.0053909
 0.0045475 -0.0046695
 0.0036165 -0.0040207
 0.0030828 -0.0031397
 0.0022245 -0.0029875
 0.0020953 -0.0028526
 0.0024833 -0.0027521
 0.0026856 -0.0024985
 0.0026146 -0.0021121
 0.0031646 -0.0019001
 0.0032761 -0.0014411
 0.0030206 -0.0011399
 0.0027041 -0.0015704
 0.0025967 -0.0016980
 0.0023080 -0.0019189
 0.0022252 -0.0016985
 0.0012776 -0.0021410
 0.0006538 -0.0015996
 0.0001087 -0.0010173
-0.0013658 -0.0006442
-0.0020505 -0.0003825
-0.0029989 -0.0001677
-0.0038866 -0.0004519
-0.0042524 -0.0007015
-0.0048365 -0.0010511
-0.0052677 -0.0019733
-0.0056254 -0.0024405
-0.0058361 -0.0032747
-0.0065253 -0.0042752
-0.0065096 -0.0044367
-0.0071071 -0.0041335
-0.0072767 -0.0042143
-0.0072961 -0.0039099
-0.0072965 -0.0032817
-0.0071047 -0.0030426
-0.0068407 -0.0032497
-0.0065460 -0.0041513
-0.0062852 -0.0051392
-0.0054124 -0.0058465
-0.0044789 -0.0066278
-0.0034127 -0.0066976
-0.0024174 -0.0069257
-0.0012042 -0.0069212
-0.0000490 -0.0064012
 0.0009676 -0.0059833
 0.0017557 -0.0056345
 0.0020456 -0.0046384
 0.0025455 -0.0039117
 0.0025657 -0.0030319
 0.0027756 -0.0024740
 0.0027756 -0.0013475
 0.0029633 -0.0010419
 0.0027881 -0.0010027
 0.0025539 -0.0008097
 0.0016107 -0.0013834
 0.0006829 -0.0019539
-0.0001440 -0.0025801
-0.0004698 -0.0034368
-0.0006075 -0.0038147
-0.0002623 -0.0044813
 0.0004261 -0.0045216
 0.0005742 -0.0045765
 0.0011508 -0.0045834
 0.0017451 -0.0048011
 0.0020660 -0.0042863
 0.0023692 -0.0036738
 0.0029034 -0.0030973
 0.0029146 -0.0020003
 0.0025589 -0.0014322
 0.0020211 -0.0011123
 0.0012091 -0.0004247
 0.0005179 -0.0003749
-0.0003598 -0.0004980
-0.0007409 -0.0004932
-0.0004635  0.0000281
-0.0003424  0.0000116
-0.0001824  0.0005869
 0.0000732  0.0007605
 0.0002157  0.0007573
-0.0000491  0.0007338
-0.0003499  0.0001201
-0.0006317 -0.0003656
-0.0012566 -0.0008089
-0.0021755 -0.0015567
-0.0026132 -0.0024441
-0.0031138 -0.0027502
-0.0033052 -0.0034510
-0.0038269 -0.0037736
-0.0042706 -0.0036908
-0.0042504 -0.0040509
-0.0045355 -0.0039960
-0.0047668 -0.0037643
-0.0043384 -0.0035410
-0.0039887 -0.0029334
-0.0037182 -0.0016911
-0.0031372 -0.0005486
-0.0029034  0.0009594
-0.0026333  0.0023547
-0.0027665  0.0034868
-0.0026539  0.0048664
-0.0030976  0.0053251
-0.0035813  0.0053634
-0.0044498  0.0047134
-0.0051451  0.0039273
-0.0062405  0.0027399
-0.0074113  0.0017967
-0.0081942  0.0009303
-0.0092257 -0.0001126
-0.0096973 -0.0006836
-0.0101523 -0.0013054
-0.0101296 -0.0016842
-0.0092620 -0.0021583
-0.0087456 -0.0024736
-0.0085805 -0.0026170
-0.0078029 -0.0025427
-0.0078506 -0.0030603
-0.0073803 -0.0036543
-0.0069624 -0.0040915
-0.0069063 -0.0042417
-0.0066011 -0.0047750
-0.0064287 -0.0051925
-0.0063903 -0.0059237
-0.0057775 -0.0063431
-0.0051868 -0.0071240
-0.0045582 -0.0072019
-0.0038161 -0.0068579
-0.0030204 -0.0060294
-0.0024766 -0.0054124
-0.0021432 -0.0041794
-0.0018654 -0.0032503
-0.0012764 -0.0027868
-0.0013015 -0.0024577
-0.0009389 -0.0021315
-0.0006131 -0.0020415
-0.0005792 -0.0021065
-0.0003499 -0.0024752
 0.0001649 -0.0024392
 0.0008896 -0.0028273
 0.0014799 -0.0031894
 0.0021327 -0.0031878
 0.0036649 -0.0029479
 0.0044518 -0.0025361
 0.0052965 -0.0019671
 0.0053869 -0.0006516
 0.0052125  0.0001991
 0.0041724  0.0005189
 0.0028977  0.0014568
 0.0009883  0.0018614
-0.0008056  0.0020180
-0.0019660  0.0019264
-0.0026435  0.0016289
-0.0034328  0.0013257
-0.0035463  0.0012563
-0.0039032  0.0013346
-0.0045487  0.0012987
-0.0047554  0.0010815
-0.0055988  0.0007104
-0.0055807 -0.0001040
-0.0052577 -0.0010710
-0.0051430 -0.0022096
-0.0051963 -0.0027729
-0.0050457 -0.0033543
-0.0056400 -0.0039539
-0.0065251 -0.0040508
-0.0075243 -0.0040500
-0.0085200 -0.0042963
-0.0090355 -0.0043661
-0.0091672 -0.0048603
-0.0094647 -0.0046305
-0.0084169 -0.0046067
-0.0076158 -0.0047016
-0.0063968 -0.0045263
-0.0049642 -0.0045618
-0.0036512 -0.0049858
-0.0023539 -0.0053847
-0.0010801 -0.0055695
-0.0004550 -0.0058683
 0.0002996 -0.0055561
 0.0011080 -0.0054519
 0.0010555 -0.0050272
 0.0013632 -0.0048342
 0.0015925 -0.0049868
 0.0020750 -0.0056825
 0.0030116 -0.0065534
 0.0044720 -0.0075337
 0.0058928 -0.0085742
 0.0072732 -0.0099554
 0.0087667 -0.0110616
 0.0104358 -0.0121328
 0.0116825 -0.0127840
 0.0130779 -0.0138333
 0.0140359 -0.0140635
 0.0147421 -0.0142972
 0.0149516 -0.0147818
 0.0152399 -0.0148505
 0.0150465 -0.0153980
 0.0147760 -0.0163864
 0.0139075 -0.0170498
 0.0131924 -0.0179583
 0.0121681 -0.0192673
 0.0116242 -0.0205306
 0.0110250 -0.0220467
 0.0113439 -0.0234799
 0.0115196 -0.0246641
 0.0120263 -0.0260619
 0.0129885 -0.0274221
 0.0134924 -0.0284767
 0.0144892 -0.0295902
 0.0148514 -0.0308160
 0.0154759 -0.0322331
 0.0157133 -0.0341501
 0.0158004 -0.0348562
 0.0157321 -0.0356197
 0.0153272 -0.0361365
 0.0145185 -0.0361514
 0.0141171 -0.0359394
 0.0129313 -0.0355377
 0.0123189 -0.0349385
 0.0111529 -0.0341928
 0.0101197 -0.0335916
 0.0096457 -0.0328043
 0.0089577 -0.0319387
 0.0082896 -0.0312281
 0.0079250 -0.0296559
 0.0074268 -0.0284895
 0.0066439 -0.0270905
 0.0058352 -0.0253463
 0.0050156 -0.0235230
 0.0040777 -0.0212773
 0.0032755 -0.0187805
 0.0023816 -0.0160185
 0.0019097 -0.0125253
 0.0013186 -0.0088253
 0.0010776 -0.0043026
 0.0005124  0.0000684
-0.0003443  0.0052052
-0.0012382  0.0103037
-0.0019629  0.0159849
-0.0027853  0.0218105
-0.0033235  0.0278857
-0.0031915  0.0348031
-0.0032690  0.0419122
-0.0033518  0.0493048
-0.0033695  0.0573679
-0.0036421  0.0654117
-0.0041803  0.0737462
-0.0046595  0.0819532
-0.0053802  0.0904654
-0.0062179  0.0990818
-0.0064953  0.1076941
-0.0072551  0.1168592
-0.0075748  0.1263706
-0.0079039  0.1364336
-0.0080218  0.1466694
-0.0082835  0.1576755
-0.0079835  0.1693127
-0.0085868  0.1814109
-0.0083562  0.1941096
-0.0082395  0.2070412
-0.0078709  0.2204077
-0.0068316  0.2343144
-0.0057532  0.2486805
-0.0039101  0.2637895
-0.0020908  0.2794932
-0.0002328  0.2955220
 0.0013333  0.3119339
 0.0027415  0.3289982
 0.0043121  0.3455070
 0.0055169  0.3624587
 0.0073394  0.3799107
 0.0094930  0.3969887
 0.0118315  0.4149138
 0.0146448  0.4333327
 0.0181695  0.4519030
 0.0215153  0.4709021
 0.0254154  0.4906073
 0.0291670  0.5095664
 0.0334943  0.5291800
 0.0371680  0.5489668
 0.0416382  0.5681052
 0.0468538  0.5870894
 0.0520925  0.6059044
 0.0586162  0.6244510
 0.0654303  0.6428214
 0.0728140  0.6612690
 0.0803165  0.6792919
 0.0879428  0.6975061
 0.0951481  0.7156828
 0.1027171  0.7338062
 0.1103785  0.7515707
 0.1180577  0.7696077
 0.1260858  0.7865022
 0.1341886  0.8037749
 0.1425441  0.8205770
 0.1508431  0.8369373
 0.1592991  0.8530049
 0.1681432  0.8681940
 0.1772833  0.8829001
 0.1868098  0.8976410
 0.1967198  0.9121876
 0.2070324  0.9258888
 0.2172485  0.9392775
 0.2276474  0.9521651
 0.2377972  0.9645912
 0.2485910  0.9765151
 0.2588688  0.9877081
 0.2691619  0.9988454
 0.2794517  1.0098891
 0.2889595  1.0202198
 0.2985832  1.0299234
 0.3082526  1.0394918
 0.3176385  1.0481752
 0.3268501  1.0560720
 0.3361791  1.0631679
 0.3447389  1.0696460
 0.3538362  1.0747849
 0.3628915  1.0793303
 0.3718090  1.0831606
 0.3802877  1.0863094
 0.3895283  1.0888232
 0.3984293  1.0905120
 0.4076920  1.0920257
 0.4167989  1.0927924
 0.4258340  1.0930948
 0.4349219  1.0933003
 0.4431652  1.0922783
 0.4504735  1.0907711
 0.4575830  1.0887111
 0.4640260  1.0854424
 0.4696070  1.0812320
 0.4758715  1.0761981
 0.4821760  1.0707248
 0.4881167  1.0643262
 0.4947458  1.0577798
 0.5011867  1.0502951
 0.5069034  1.0426109
 0.5124404  1.0343942
 0.5171723  1.0257956
 0.5213466  1.0167210
 0.5249249  1.0074203
 0.5278202  0.9978890
 0.5302564  0.9889557
 0.5320987  0.9789105
 0.5335252  0.9686113
 0.5343359  0.9571821
 0.5349929  0.9447511
 0.5353772  0.9311157
 0.5354939  0.9168437
 0.5358920  0.9019187
 0.5356631  0.8865509
 0.5355508  0.8713958
 0.5352832  0.8566255
 0.5344818  0.8417402
 0.5333545  0.8271839
 0.5315340  0.8126049
 0.5295089  0.7973599
 0.5272245  0.7819444
 0.5243663  0.7661264
 0.5208953  0.7499055
 0.5174267  0.7329360
 0.5134328  0.7161422
 0.5087550  0.6996714
 0.5033473  0.6837226
 0.4973831  0.6677549
 0.4908662  0.6516308
 0.4845557  0.6364690
 0.4776767  0.6203668
 0.4710176  0.6046069
 0.4647620  0.5891225
 0.4585273  0.5732888
 0.4526423  0.5578386
 0.4472353  0.5422908
 0.4412583  0.5266940
 0.4355118  0.5111425
 0.4297786  0.4955098
 0.4232989  0.4798573
 0.4163940  0.4650329
 0.4094112  0.4508093
 0.4013984  0.4365680
 0.3932019  0.4227474
 0.3848016  0.4090261
 0.3761202  0.3953177
 0.3677078  0.3818325
 0.3591209  0.3683243
 0.3506144  0.3555380
 0.3421604  0.3424464
 0.3339910  0.3301781
 0.3258009  0.3181266
 0.3180704  0.3063856
 0.3100536  0.2947666
 0.3018038  0.2833031
 0.2941532  0.2722869
 0.2859483  0.2619228
 0.2774712  0.2521113
 0.2691504  0.2427247
 0.2607557  0.2334866
 0.2523227  0.2250099
 0.2441323  0.2165155
 0.2362721  0.2077234
 0.2288286  0.1990279
 0.2217679  0.1909671
 0.2146082  0.1830964
 0.2072757  0.1757817
 0.2008040  0.1692567
 0.1940881  0.1624463
 0.1873903  0.1562685
 0.1808718  0.1501715
 0.1747357  0.1437257
 0.1682370  0.1375278
 0.1621206  0.1309189
 0.1558133  0.1243616
 0.1495031  0.1179808
 0.1432309  0.1116792
 0.1364262  0.1054312
 0.1298544  0.0992781
 0.1234542  0.0934509
 0.1174239  0.0873692
 0.1117203  0.0820502
 0.1066452  0.0768318
 0.1021786  0.0726263
 0.0981928  0.0679832
 0.0947367  0.0641929
 0.0917954  0.0610513
 0.0883356  0.0577184
 0.0851185  0.0551337
 0.0817479  0.0526628
 0.0786236  0.0502633
 0.0752365  0.0481553
 0.0719031  0.0454757
 0.0686925  0.0432741
 0.0652756  0.0410026
 0.0622224  0.0386594
 0.0592088  0.0366560
 0.0559631  0.0350346
 0.0532907  0.0336284
 0.0505782  0.0323663
 0.0475828  0.0311571
 0.0455051  0.0302249
 0.0435687  0.0292672
 0.0416562  0.0285562
 0.0403392  0.0275085
 0.0393562  0.0268181
 0.0385059  0.0259359
 0.0375770  0.0249964
 0.0366989  0.0244025
 0.0353390  0.0235554
 0.0344932  0.0228473
 0.0333998  0.0216211
 0.0324850  0.0206905
 0.0321802  0.0199517
 0.0314987  0.0191870
 0.0308911  0.0188620
 0.0298607  0.0184558
 0.0285248  0.0183532
 0.0274322  0.0184400
 0.0263913  0.0188154
 0.0246572  0.0185045
 0.0229784  0.0191235
 0.0211118  0.0194958
 0.0193446  0.0194111
 0.0176029  0.0192072
 0.0162665  0.0187902
 0.0150843  0.0181163
 0.0143774  0.0173084
 0.0137468  0.0159816
 0.0127515  0.0148773
 0.0118669  0.0138571
 0.0107101  0.0128698
 0.0094573  0.0115391
 0.0082848  0.0107469
 0.0079953  0.0091751
 0.0074538  0.0086963
 0.0069956  0.0087193
 0.0065139  0.0080899
 0.0061146  0.0083228
 0.0055966  0.0084189
 0.0050399  0.0084177
 0.0045206  0.0088005
 0.0045800  0.0085372
 0.0042699  0.0081553
 0.0044015  0.0079672
 0.0047318  0.0081469
 0.0045869  0.0080230
 0.0047501  0.0081986
 0.0048067  0.0085515
 0.0049715  0.0086888
 0.0047914  0.0088753
 0.0046243  0.0086589
 0.0041204  0.0080787
 0.0033976  0.0078033
 0.0029599  0.0069566
 0.0025799  0.0067463
 0.0022507  0.0066066
 0.0020864  0.0063966
 0.0020346  0.0062387
 0.0015275  0.0060615
 0.0011548  0.0057566
 0.0004554  0.0051438
-0.0003561  0.0047796
-0.0014342  0.0044546
-0.0019897  0.0040508
-0.0022619  0.0038772
-0.0028562  0.0044921
-0.0029927  0.0048381
-0.0032063  0.0050533
-0.0035914  0.0051923
-0.0040097  0.0048209
-0.0044130  0.0040231
-0.0046795  0.0031688
-0.0051716  0.0018857
-0.0053008  0.0010213
-0.0051260  0.0000810
-0.0047157 -0.0007149
-0.0041763 -0.0007977
-0.0036547 -0.0011292
-0.0030397 -0.0009560
-0.0020255 -0.0009927
-0.0014688 -0.0012592
-0.0005470 -0.0018902
 0.0005625 -0.0021340
 0.0011233 -0.0024752
 0.0019647 -0.0025281
 0.0027730 -0.0018368
 0.0031178 -0.0014133
 0.0034804 -0.0003757
 0.0034767  0.0009906
 0.0033843  0.0017218
 0.0029693  0.0020460
 0.0030541  0.0017033
 0.0031962  0.0014735
 0.0035673  0.0010545
 0.0039033  0.0001178
 0.0040458 -0.0003017
 0.0039530 -0.0009687
 0.0042320 -0.0020261
 0.0036826 -0.0027532
 0.0030794 -0.0035636
 0.0030331 -0.0037004
 0.0022394 -0.0041317
 0.0019051 -0.0042698
 0.0016282 -0.0049820
 0.0009455 -0.0049534
 0.0005313 -0.0055138
 0.0003407 -0.0051557
-0.0000376 -0.0050314
 0.0003286 -0.0053791
 0.0005588 -0.0047686
 0.0012867 -0.0042563
 0.0021859 -0.0036454
 0.0028371 -0.0028436
 0.0028581 -0.0019231
 0.0031480 -0.0008713
 0.0028230  0.0002402
 0.0022860  0.0014135
 0.0018072  0.0019343
 0.0011341  0.0024592
 0.0005596  0.0029825
-0.0003242  0.0026196
-0.0008636  0.0023499
-0.0015734  0.0017927
-0.0027096  0.0004300
-0.0037335 -0.0007986
-0.0045225 -0.0020635
-0.0052367 -0.0029489
-0.0060640 -0.0037766
-0.0067928 -0.0039507
-0.0072361 -0.0039019
-0.0075566 -0.0045410
-0.0075369 -0.0047785
-0.0069018 -0.0054511
-0.0062097 -0.0062598
-0.0050437 -0.0068134
-0.0040852 -0.0069280
-0.0033012 -0.0073334
-0.0023847 -0.0075874
-0.0023916 -0.0077404
-0.0020294 -0.0081458
-0.0022677 -0.0080856
-0.0023695 -0.0078740
-0.0030655 -0.0086363
-0.0028803 -0.0088264
-0.0032053 -0.0091668
-0.0032804 -0.0095661
-0.0031798 -0.0100449
-0.0032133 -0.0100215
-0.0029230 -0.0106004
-0.0027086 -0.0110599
-0.0021720 -0.0110962
-0.0013116 -0.0118452
-0.0008542 -0.0124371
-0.0003927 -0.0132470
-0.0000104 -0.0139754
-0.0005473 -0.0143185
-0.0010031 -0.0143359
-0.0016532 -0.0140278
-0.0021340 -0.0137169
-0.0028644 -0.0124637
-0.0032541 -0.0117668
-0.0033361 -0.0107420
-0.0030765 -0.0098872
-0.0026187 -0.0091996
-0.0024087 -0.0089362
-0.0021600 -0.0082320
-0.0026126 -0.0073748
-0.0029154 -0.0070045
-0.0032218 -0.0066710
-0.0037749 -0.0061506
-0.0037878 -0.0064505
-0.0035577 -0.0061049
-0.0027506 -0.0060451
-0.0024591 -0.0058166
-0.0019810 -0.0051852
-0.0010750 -0.0047459
-0.0007084 -0.0034099
-0.0005525 -0.0024131
-0.0009353 -0.0015184
-0.0018897 -0.0006052
-0.0023908 -0.0001680
-0.0029967 -0.0000578
-0.0036484 -0.0001385
-0.0036868  0.0002995
-0.0031102  0.0003124
-0.0023859  0.0012463
-0.0015530  0.0020404
-0.0006741  0.0029766
 0.0000655  0.0046457
 0.0001527  0.0056385
-0.0000019  0.0065171
-0.0009261  0.0072430
-0.0022686  0.0070617
-0.0036288  0.0066494
-0.0044949  0.0058527
-0.0051728  0.0048813
-0.0053278  0.0040442
-0.0049177  0.0033239
-0.0042479  0.0026988
-0.0033871  0.0025167
-0.0024900  0.0024529
-0.0018206  0.0021738
-0.0014597  0.0023938
-0.0011415  0.0027927
-0.0006829  0.0031928
-0.0010681  0.0035158
-0.0010487  0.0036922
-0.0016890  0.0032485
-0.0017765  0.0024051
-0.0022077  0.0014623
-0.0027002  0.0005591
-0.0029647 -0.0004402
-0.0026183 -0.0009025
-0.0029247 -0.0013434
-0.0027543 -0.0017447
-0.0025501 -0.0019930
-0.0023397 -0.0025453
-0.0020365 -0.0027338
-0.0015827 -0.0033657
-0.0013744 -0.0038659
-0.0004999 -0.0041320
-0.0003550 -0.0047291
-0.0000539 -0.0047271
 0.0002514 -0.0045349
 0.0005348 -0.0042689
 0.0007241 -0.0040936
 0.0010406 -0.0035352
 0.0006522 -0.0030572
 0.0004708 -0.0028638
 0.0002726 -0.0020967
 0.0002806 -0.0022246
 0.0000105 -0.0026066
 0.0002180 -0.0027168
 0.0004312 -0.0030575
 0.0006101 -0.0028431
 0.0012702 -0.0016855
 0.0016849 -0.0008578
 0.0019244  0.0002553
 0.0027614  0.0016838
 0.0032496  0.0029940
 0.0033010  0.0039590
 0.0036732  0.0043890
 0.0038433  0.0040099
 0.0036960  0.0036247
 0.0037549  0.0027846
 0.0039100  0.0019209
 0.0043686  0.0014776
 0.0051054  0.0015705
 0.0053650  0.0017590
 0.0057537  0.0026065
 0.0063036  0.0034911
 0.0065680  0.0043620
 0.0067404  0.0051163
 0.0069318  0.0051978
 0.0064364  0.0056824
 0.0060379  0.0056897
 0.0056956  0.0057866
 0.0049494  0.0053061
 0.0047161  0.0052084
 0.0043139  0.0048071
 0.0039098  0.0047247
 0.0039433  0.0045725
 0.0036574  0.0042491
 0.0034483  0.0039233
 0.0029105  0.0038470
 0.0025100  0.0037723
 0.0018208  0.0039083
 0.0016900  0.0042305
 0.0010912  0.0041199
 0.0012314  0.0041575
 0.0012709  0.0041583
 0.0009657  0.0034816
 0.0010259  0.0032865
 0.0012172  0.0025529
 0.0007178  0.0020260
 0.0010614  0.0015633
 0.0011897  0.0011902
 0.0014950  0.0005332
 0.0024163  0.0002038
 0.0033954  0.0002736
 0.0039550  0.0007169
 0.0044961  0.0012377
 0.0042474  0.0019322
 0.0036773  0.0018644
 0.0033684  0.0017559
 0.0028314  0.0013433
 0.0024483  0.0012012
 0.0024454  0.0016886
 0.0014874  0.0021137
 0.0005293  0.0021517
-0.0009888  0.0025901
-0.0025210  0.0029490
-0.0043698  0.0032696
-0.0052973  0.0030168
-0.0060685  0.0023070
-0.0063039  0.0023268
-0.0059482  0.0023079
-0.0050685  0.0022974
-0.0048691  0.0023568
-0.0039974  0.0026750
-0.0035441  0.0030323
-0.0028864  0.0033873
-0.0022461  0.0037176
-0.0023649  0.0040834
-0.0020875  0.0046200
-0.0022099  0.0046179
-0.0020036  0.0042509
-0.0017655  0.0041589
-0.0017344  0.0036631
-0.0016589  0.0029990
-0.0012588  0.0030046
-0.0009091  0.0028177
-0.0009636  0.0030305
-0.0002853  0.0030285
 0.0000858  0.0022755
 0.0006454  0.0024689
 0.0016414  0.0021216
 0.0021247  0.0021596
 0.0023961  0.0019080
 0.0025632  0.0021882
 0.0022567  0.0021809
 0.0017246  0.0022305
 0.0015991  0.0023003
 0.0012842  0.0019890
 0.0013970  0.0021355
 0.0017354  0.0021117
 0.0017706  0.0019381
 0.0020743  0.0022833
 0.0022003  0.0029156
 0.0019048  0.0035264
 0.0014664  0.0048866
 0.0006072  0.0062913
-0.0006965  0.0077335
-0.0016311  0.0086613
-0.0026849  0.0089157
-0.0043657  0.0087409
-0.0050339  0.0085067
-0.0061292  0.0075054
-0.0073772  0.0061875
-0.0076328  0.0046665
-0.0079450  0.0032429
-0.0079502  0.0020102
-0.0076684  0.0015718
-0.0075377  0.0006722
-0.0073314  0.0002976
-0.0070112  0.0000344
-0.0070879 -0.0002470
-0.0068562 -0.0002780
-0.0065477  0.0003014
-0.0061444  0.0003409
-0.0059332  0.0006861
-0.0053489  0.0011270
-0.0051527  0.0010830
-0.0051470  0.0010261
-0.0048171  0.0008137
-0.0049088  0.0001584
-0.0046952 -0.0005316
-0.0042143 -0.0011227
-0.0041347 -0.0022144
-0.0038271 -0.0030134
-0.0039425 -0.0037583
-0.0036930 -0.0041390
-0.0038315 -0.0041790
-0.0037609 -0.0032988
-0.0035724 -0.0029544
-0.0032724 -0.0016927
-0.0029692 -0.0002958
-0.0031574  0.0001015
-0.0030407  0.0006146
-0.0030193  0.0004559
-0.0035179  0.0002387
-0.0036733 -0.0002051
-0.0042160 -0.0009540
-0.0043206 -0.0010877
-0.0045585 -0.0010828
-0.0046263 -0.0010840
-0.0047810 -0.0009839
-0.0046873 -0.0005046
-0.0047055 -0.0001368
-0.0051048  0.0005346
-0.0052166  0.0012049
