[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=512
NSC=512
FR=56.210000
GAIN=4.974204
D0=0.05
D1=5E-006
D2=1.2E-005
D3=2.5E-005
D4=1E-005
D5=0.00934619462576226
D6=0.0006
D7=0.001
D8=0.001
D9=0.1
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1_solid.PC
DATEWR=09.09.2024
TIMEWR=16:58:19
DATESTA=09.09.2024
TIMESTA=16:57:18
DATEEND=09.09.2024
TIMEEND=16:58:18
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0=170.00
_ITC_R1=169.97
_ITC_R2=170.24
_ITC_R3=  0.00
_ITC_R4= -0.03
_ITC_V= 22.16
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.21000000
_FR_SYNT=526.21000000
_TRIMLEV=1.5966796875
_DATE=09.09.2024
_TIME=16:39:40
_ITC_DIR=I2
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] 
[-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
-0.0012950 -0.0024302
-0.0010861 -0.0022934
-0.0009982 -0.0022765
-0.0005740 -0.0022916
-0.0001420 -0.0025035
 0.0002874 -0.0027433
 0.0007852 -0.0025858
 0.0013617 -0.0024726
 0.0018501 -0.0020579
 0.0022826 -0.0017277
 0.0026885 -0.0013486
 0.0030386 -0.0010862
 0.0032721 -0.0005633
 0.0035849 -0.0004506
 0.0037872 -0.0002349
 0.0038530  0.0000584
 0.0038236  0.0004685
 0.0034172  0.0008687
 0.0030102  0.0011579
 0.0024662  0.0013669
 0.0016621  0.0015599
 0.0011138  0.0017038
 0.0004329  0.0017588
-0.0001163  0.0019396
-0.0009958  0.0021171
-0.0014491  0.0022672
-0.0018953  0.0023578
-0.0021070  0.0024073
-0.0020405  0.0020710
-0.0019387  0.0018218
-0.0015596  0.0014121
-0.0012749  0.0010116
-0.0010577  0.0008241
-0.0007973  0.0006404
-0.0006882  0.0003815
-0.0002996  0.0002672
 0.0000308 -0.0001284
 0.0005900  0.0000113
 0.0010261  0.0000613
 0.0012160  0.0000675
 0.0011262 -0.0000145
 0.0009186 -0.0001509
 0.0006339 -0.0007146
 0.0005920 -0.0010580
 0.0005613 -0.0013179
 0.0008852 -0.0015196
 0.0013831 -0.0015184
 0.0021175 -0.0011864
 0.0029087 -0.0010078
 0.0036945 -0.0004258
 0.0045652  0.0000180
 0.0051856  0.0003862
 0.0057609  0.0008594
 0.0062435  0.0011324
 0.0065501  0.0011169
 0.0067880  0.0012031
 0.0067165  0.0011806
 0.0068624  0.0009527
 0.0068579  0.0010314
 0.0066378  0.0011150
 0.0063465  0.0013240
 0.0059531  0.0018359
 0.0051950  0.0021305
 0.0042965  0.0022707
 0.0033387  0.0022680
 0.0025393  0.0019753
 0.0018302  0.0013363
 0.0013661  0.0007243
 0.0011209  0.0002534
 0.0007827 -0.0002274
 0.0007928 -0.0003142
 0.0003433 -0.0004896
 0.0000200 -0.0005300
-0.0005406 -0.0004270
-0.0011230 -0.0005440
-0.0015296 -0.0004831
-0.0020139 -0.0004632
-0.0022630 -0.0005354
-0.0023487 -0.0005796
-0.0023026 -0.0003112
-0.0022752 -0.0002019
-0.0023553 -0.0002434
-0.0023133 -0.0002463
-0.0023632 -0.0003998
-0.0023274 -0.0006368
-0.0023357 -0.0007841
-0.0021108 -0.0012481
-0.0017286 -0.0010443
-0.0008841 -0.0012111
-0.0003587 -0.0013444
 0.0001619 -0.0012195
 0.0009889 -0.0013176
 0.0012751 -0.0009760
 0.0014421 -0.0009232
 0.0016876 -0.0009154
 0.0017135 -0.0006067
 0.0016334 -0.0004946
 0.0017190 -0.0004915
 0.0018641 -0.0001482
 0.0019488  0.0001763
 0.0023083  0.0002946
 0.0023836  0.0008523
 0.0027509  0.0011408
 0.0029178  0.0015035
 0.0030700  0.0018402
 0.0034871  0.0022716
 0.0035924  0.0027119
 0.0034361  0.0033243
 0.0029908  0.0038648
 0.0023970  0.0041966
 0.0016232  0.0046572
 0.0006773  0.0046875
-0.0001912  0.0047474
-0.0008634  0.0047736
-0.0015127  0.0048966
-0.0020925  0.0050880
-0.0026986  0.0052959
-0.0031678  0.0051824
-0.0035669  0.0052490
-0.0037501  0.0048917
-0.0037384  0.0040667
-0.0033795  0.0037100
-0.0031197  0.0030788
-0.0024812  0.0026286
-0.0018617  0.0019870
-0.0015259  0.0018840
-0.0011661  0.0015780
-0.0011093  0.0013362
-0.0010699  0.0011227
-0.0010773  0.0005079
-0.0011924 -0.0000782
-0.0009325 -0.0007803
-0.0007099 -0.0014738
-0.0002709 -0.0021517
 0.0002785 -0.0024257
 0.0009158 -0.0027370
 0.0013929 -0.0028213
