          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.6357421875    -24.882     -65.61 70.1696944841575     114.99      26.99
  2.7476E-005 1.6748046875    -27.085    -62.006 67.6634410963557     114.99      26.99
  3.7748E-005  1.6796875    -27.167    -62.172 67.8483859277433     114.99      26.99
  5.1859E-005 1.6845703125     -27.89    -60.847 66.9343671741206     114.99      26.99
  7.1245E-005 1.650390625    -26.628    -57.969 63.7922828012919     114.99      26.99
  9.7878E-005 1.6845703125    -24.892    -53.651 59.1442428728274     114.99      26.99
  0.000134467 1.689453125     -23.52    -48.409 53.82027202644     114.99      26.99
  0.000184734 1.6650390625    -21.555     -41.38 46.6575012725714     114.99      26.99
  0.000253792 1.650390625    -17.077    -33.265 37.3923007315677     114.99      26.99
  0.000348666 1.669921875     -13.11    -22.716 26.2276334426116     114.99      26.99
  0.000479005  1.6796875     -7.894     -9.084 12.0347119616549     114.99      26.99
    0.000658 1.66015625     -2.414      5.057 5.60362784274616     114.99      26.99
    0.000904 1.66015625      4.772     21.182 21.7128788510414     114.99      26.99
    0.001242 1.6748046875     10.393     40.288 41.6069392409487     114.99      26.99
    0.001706 1.650390625     18.013      60.15 62.7892559997329     114.99      26.99
    0.002344 1.650390625     23.258     76.484 79.9420841609724     114.99      26.99
    0.003221 1.66015625     27.452     93.458 97.4064169754745     114.99      26.99
    0.004424 1.6650390625     32.356    104.194 109.102247327908     114.99      26.99
    0.006078 1.66015625     34.625    115.364 120.448093056719     114.99      26.99
    0.008351 1.6650390625     38.554    123.446 129.326431296932     114.99      26.99
    0.011472 1.66015625     39.011    128.038 133.849122391594     114.99      26.99
    0.015761 1.66015625     41.787    132.709 139.132426306738     114.99      26.99
    0.021653 1.6748046875     42.611    137.986 144.415489186583     114.99      26.99
    0.029747 1.66015625     43.662    139.482 146.156076055701     114.99      26.99
    0.040867 1.6552734375     43.975    139.694 146.452088619453     114.99      26.99
    0.056144 1.6552734375     44.952    139.459 146.524724824857     114.99      26.99
    0.077132 1.6552734375     44.016    139.595 146.369984221493     114.99      26.99
    0.105966  1.6796875     44.087    139.375 146.181579530391     114.99      26.99
    0.145579 1.689453125     43.011    139.019 145.520543161438     114.99      26.99
         0.2 1.669921875      43.78    138.692 145.437819235576     114.99      26.99
