          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.6845703125    -28.437    -55.907 62.7236448079988      89.95       25.5
  2.7476E-005 1.6748046875    -28.514     -54.42 61.4376480344097      89.95       25.5
  3.7748E-005 1.6748046875    -27.947     -51.47 58.5678726692374      89.95       25.5
  5.1859E-005 1.6748046875    -26.704    -49.577 56.3114779152528      89.95       25.5
  7.1245E-005 1.6748046875    -24.925    -45.999 52.3179092281028      89.95       25.5
  9.7878E-005 1.6748046875    -22.021    -38.807 44.6195886354861      89.95       25.5
  0.000134467 1.6748046875    -18.371     -32.77 37.5681586053935      89.95       25.5
  0.000184734 1.669921875    -14.656    -22.677 27.0008271169607      89.95       25.5
  0.000253792 1.6748046875    -10.385    -12.164 15.9940964421251      89.95       25.5
  0.000348666 1.6748046875     -4.345      2.301 4.91666818079073      89.95       25.5
  0.000479005 1.6748046875      2.798     16.639 16.8726146462248      89.95       25.5
    0.000658 1.6748046875      8.369     33.163 34.2027006243659      89.95       25.5
    0.000904 1.6748046875     17.827      49.89 52.9793736184187      89.95       25.5
    0.001242 1.6748046875     24.071     66.456 70.6810651942937      89.95       25.5
    0.001706 1.6748046875     30.091      82.56 87.8727596072867      89.95       25.5
    0.002344 1.6748046875     35.222     94.775 101.108307813948      89.95       25.5
    0.003221 1.6748046875     38.835    105.782 112.685352859189      89.95       25.5
    0.004424 1.6748046875     41.856     115.59 122.934831662959      89.95       25.5
    0.006078 1.6748046875     43.585    120.937 128.551196781671      89.95       25.5
    0.008351 1.6748046875     47.289     127.62 136.099647027463      89.95       25.5
    0.011472 1.6748046875     48.185    130.706 139.304891016073      89.95       25.5
    0.015761 1.6748046875     48.858     133.33 141.999975577463      89.95       25.5
    0.021653 1.6748046875     48.929     134.47 143.095170921314      89.95       25.5
    0.029747 1.6748046875     50.505    136.122 145.189372575957      89.95       25.5
    0.040867 1.6748046875     49.135    135.746 144.364901347246      89.95       25.5
    0.056144 1.6748046875      50.87    136.043 145.242744221527      89.95       25.5
    0.077132 1.6748046875      49.73    136.501 145.277651072008      89.95       25.5
    0.105966 1.6748046875     50.651    134.868 144.065614304733      89.95       25.5
    0.145579 1.6748046875     50.433    135.304 144.39757582799      89.95       25.5
         0.2 1.6748046875     50.926    135.952 145.177146204215      89.95       25.5
