          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.62109375    -29.436    -62.836 69.3890552753098     115.03      26.67
  2.7476E-005 1.611328125    -27.975    -61.839 67.872398999888     115.03      26.67
  3.7748E-005 1.5966796875    -28.161    -59.992 66.2727846479986     115.03      26.67
  5.1859E-005 1.5966796875    -26.989    -57.408 63.4356728111242     115.03      26.67
  7.1245E-005 1.6552734375    -27.236    -54.296 60.7441792437761     115.03      26.67
  9.7878E-005 1.591796875    -23.031    -51.238 56.1761480078512     115.03      26.67
  0.000134467 1.5771484375    -23.005    -46.072 51.4962057728528     115.03      26.67
  0.000184734 1.5673828125    -19.629    -40.312 44.8369823360136     115.03      26.67
  0.000253792 1.5673828125    -18.269    -32.187 37.0102597937383     115.03      26.67
  0.000348666     1.5625    -13.778    -22.481 26.3671887959259     115.03      26.67
  0.000479005 1.5380859375     -9.456     -8.186 12.5070592866589     115.03      26.67
    0.000658 1.54296875     -3.925      5.462 6.72599947963126     115.03      26.67
    0.000904 1.552734375      4.756     21.461 21.9816754820919     115.03      26.67
    0.001242 1.54296875     10.319     40.369 41.6669883960912     115.03      26.67
    0.001706 1.54296875     17.144     58.133 60.6082702689988     115.03      26.67
    0.002344 1.5380859375     23.287     71.575 75.2679546287794     115.03      26.67
    0.003221 1.54296875     31.708     87.304 92.8837212863481     115.03      26.67
    0.004424 1.5576171875      33.42     98.984 104.473578746016     115.03      26.67
    0.006078 1.5576171875     35.891    113.788 119.31417696569     115.03      26.67
    0.008351 1.572265625     39.406    121.013 127.267352471087     115.03      26.67
    0.011472 1.5869140625     41.734     125.66 132.409072030583     115.03      26.67
    0.015761     1.5625     43.255     129.82 136.83649887731     115.03      26.67
    0.021653     1.5625     40.379      131.4 137.464263141371     115.03      26.67
    0.029747     1.5625     46.291    135.476 143.166348200267     115.03      26.67
    0.040867 1.5771484375     43.368    136.674 143.389559243342     115.03      26.67
    0.056144 1.58203125     44.626    135.971 143.106927564671     115.03      26.67
    0.077132 1.5576171875     45.349    136.804 144.124481671228     115.03      26.67
    0.105966 1.5673828125     45.244    137.995 145.222723982853     115.03      26.67
    0.145579 1.5673828125     44.974     136.54 143.756155610812     115.03      26.67
         0.2 1.572265625     44.377    137.411 144.399103355942     115.03      26.67
