[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=128
NSC=128
FR=56.149000
GAIN=4.974204
D0=0.05
D1=5E-006
D2=1E-005
D3=2.5E-005
D4=1E-005
D5=0.00322052405512177
D6=0.001
D7=0.001
D8=0.001
D9=0.075
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1.PC
DATEWR=17.09.2024
TIMEWR=09:17:28
DATESTA=17.09.2024
TIMESTA=09:17:18
DATEEND=17.09.2024
TIMEEND=09:17:28
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0=115.00
_ITC_R1=115.03
_ITC_R2=115.41
_ITC_R3=  0.00
_ITC_R4=  0.03
_ITC_V= 26.78
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.14900000
_FR_SYNT=526.14900000
_TRIMLEV=1.5478515625
_DATE=17.09.2024
_TIME=09:13:57
_ITC_DIR=M35
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] 2*D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
 0.0032506 -0.0008887
 0.0029167 -0.0005253
 0.0022945 -0.0000453
 0.0017691  0.0008745
 0.0014578  0.0013404
 0.0008405  0.0019917
 0.0002062  0.0027015
-0.0003369  0.0036446
-0.0009958  0.0043346
-0.0014255  0.0049083
-0.0017877  0.0051579
-0.0020857  0.0055047
-0.0022550  0.0054143
-0.0029596  0.0062267
-0.0036597  0.0062901
-0.0046078  0.0066991
-0.0056091  0.0068953
-0.0067997  0.0068041
-0.0076428  0.0060600
-0.0082177  0.0057375
-0.0085148  0.0050297
-0.0086217  0.0042138
-0.0087593  0.0040244
-0.0086858  0.0038000
-0.0090951  0.0035896
-0.0089744  0.0034019
-0.0086408  0.0030789
-0.0079496  0.0027353
-0.0073598  0.0025500
-0.0068071  0.0025202
-0.0063121  0.0019183
-0.0060589  0.0016753
-0.0058017  0.0012417
-0.0054871  0.0005812
-0.0049731  0.0001444
-0.0046516 -0.0006587
-0.0038550 -0.0009457
-0.0035174 -0.0019995
-0.0034136 -0.0026718
-0.0033873 -0.0037659
-0.0034377 -0.0048799
-0.0035015 -0.0056321
-0.0029564 -0.0063653
-0.0025231 -0.0066851
-0.0020139 -0.0073869
-0.0007550 -0.0075525
 0.0006905 -0.0079458
 0.0023055 -0.0084917
 0.0041123 -0.0085959
 0.0057216 -0.0083933
 0.0069292 -0.0088378
 0.0079026 -0.0089367
 0.0093945 -0.0087268
 0.0099641 -0.0089024
 0.0107280 -0.0085427
 0.0108200 -0.0078427
 0.0105883 -0.0075056
 0.0106028 -0.0069065
 0.0103310 -0.0064762
 0.0102725 -0.0055621
 0.0102143 -0.0049343
 0.0106350 -0.0045734
 0.0107065 -0.0035010
 0.0108328 -0.0018925
 0.0108990 -0.0005072
 0.0101637  0.0016835
 0.0095617  0.0033179
 0.0087869  0.0046644
 0.0078606  0.0053431
 0.0075994  0.0057279
 0.0080144  0.0054586
 0.0086357  0.0054368
 0.0094669  0.0056374
 0.0101488  0.0061291
 0.0106130  0.0067492
 0.0104697  0.0076253
 0.0096912  0.0081607
 0.0091901  0.0088164
 0.0083083  0.0088225
 0.0077952  0.0090430
 0.0072066  0.0093043
 0.0067714  0.0093503
 0.0058920  0.0091861
 0.0048948  0.0086758
 0.0039169  0.0080665
 0.0025906  0.0068403
 0.0015537  0.0056005
 0.0005193  0.0042193
-0.0002256  0.0029616
-0.0011671  0.0018029
-0.0017529  0.0004533
-0.0021789 -0.0005871
-0.0025390 -0.0017636
-0.0023278 -0.0028654
-0.0021764 -0.0034911
-0.0016807 -0.0038880
-0.0012600 -0.0047096
-0.0011122 -0.0047435
-0.0010726 -0.0047604
-0.0015623 -0.0051407
-0.0020892 -0.0051173
-0.0026511 -0.0054996
-0.0032070 -0.0059975
-0.0039587 -0.0059805
-0.0044641 -0.0062296
-0.0049704 -0.0058089
-0.0050228 -0.0065361
-0.0046731 -0.0070496
-0.0041337 -0.0072018
-0.0036500 -0.0076972
-0.0025514 -0.0077610
-0.0016260 -0.0077695
-0.0009921 -0.0071470
-0.0004721 -0.0069666
-0.0004135 -0.0068423
 0.0001626 -0.0072372
 0.0005886 -0.0075844
 0.0007845 -0.0082422
 0.0014410 -0.0087828
 0.0017139 -0.0092435
 0.0021997 -0.0100494
 0.0023971 -0.0104753
 0.0026858 -0.0106324
 0.0030471 -0.0109082
 0.0033483 -0.0102614
 0.0032223 -0.0098872
 0.0032303 -0.0092796
 0.0028564 -0.0084419
 0.0023484 -0.0072924
 0.0018260 -0.0063602
 0.0011537 -0.0050073
 0.0006757 -0.0036948
-0.0000361 -0.0022478
-0.0009773 -0.0008388
-0.0018429  0.0005606
-0.0023977  0.0015761
